time,symbol,open,high,low,close,volume
2026-05-25 05:49:00+00,BANKNIFTY,55083.95,55086.5,55076.55,55084.95,232197
2026-05-25 05:50:00+00,NIFTY,23980.55,23980.55,23975.85,23976.6,215939
2026-05-25 05:50:00+00,BANKNIFTY,55081.95,55083.15,55071.6,55074.55,144629
2026-05-25 05:51:00+00,NIFTY,23978.85,23979.05,23974.95,23977,757889
2026-05-25 05:51:00+00,BANKNIFTY,55082.45,55084.85,55074.9,55079.8,132371
2026-05-25 05:52:00+00,NIFTY,23975.7,23975.7,23971.1,23971.7,274979
2026-05-25 05:52:00+00,BANKNIFTY,55066.55,55070.35,55059.75,55060.25,244667
2026-05-25 05:53:00+00,NIFTY,23976,23976.6,23973.85,23976.4,217141
2026-05-25 05:53:00+00,BANKNIFTY,55065.95,55071.6,55062.5,55066.9,393502
2026-05-25 05:54:00+00,NIFTY,23976.05,23978.15,23972.55,23974.5,234537
2026-05-25 05:54:00+00,BANKNIFTY,55067.95,55070.7,55059.45,55061.55,144494
2026-05-25 05:55:00+00,NIFTY,23980.95,23981.9,23978.3,23980.3,246645
2026-05-25 05:55:00+00,BANKNIFTY,55070.85,55077.6,55068.6,55075.3,141868
2026-05-25 05:56:00+00,NIFTY,23978.4,23978.85,23975.6,23976.9,442192
2026-05-25 05:56:00+00,BANKNIFTY,55064.4,55074.5,55055.3,55071.1,356825
2026-05-25 05:57:00+00,NIFTY,23975.3,23976.95,23974.3,23976.75,242917
2026-05-25 05:57:00+00,BANKNIFTY,55057.15,55070.9,55054.9,55067.15,361028
2026-05-25 05:58:00+00,NIFTY,23976.3,23976.5,23973.3,23974.6,263293
2026-05-25 05:58:00+00,BANKNIFTY,55063.15,55068.7,55057.6,55061.8,154520
2026-05-25 06:07:00+00,NIFTY,23973.1,23973.15,23969.4,23971.2,240243
2026-05-25 06:07:00+00,BANKNIFTY,55065.85,55068.8,55056.95,55065.8,296376
2026-05-25 06:08:00+00,NIFTY,23972.4,23972.4,23968.4,23970.1,371485
2026-05-25 06:08:00+00,BANKNIFTY,55059.9,55062.05,55047.3,55047.3,181013
2026-05-25 06:09:00+00,NIFTY,23973.95,23978.35,23971.6,23977.1,559525
2026-05-25 06:09:00+00,BANKNIFTY,55057.85,55089.05,55056.45,55082.85,325731
2026-05-25 06:10:00+00,NIFTY,23981.7,23985.5,23979.85,23983.45,299860
2026-05-25 06:10:00+00,BANKNIFTY,55098.2,55105.55,55093,55101.3,189377
2026-05-25 06:33:00+00,NIFTY,23975.15,23975.15,23965.6,23966.55,602827
2026-05-25 06:33:00+00,BANKNIFTY,55058.05,55059.7,55040.3,55043.15,284191
2026-05-25 06:34:00+00,NIFTY,23967.55,23971.65,23965.9,23968.95,754981
2026-05-25 06:34:00+00,BANKNIFTY,55036.5,55044.95,55031.95,55035.1,227283
2026-05-25 06:35:00+00,NIFTY,23971.75,23971.75,23966.1,23967.45,733897
2026-05-25 06:35:00+00,BANKNIFTY,55039.45,55039.45,55010.55,55010.55,320046
2026-05-25 06:40:00+00,NIFTY,23964.5,23966.85,23961.65,23965.85,441889
2026-05-25 06:40:00+00,BANKNIFTY,55009.75,55026.5,55006.15,55024.35,130464
2026-05-25 06:41:00+00,NIFTY,23966.4,23971.15,23964.1,23968.55,640793
2026-05-25 06:41:00+00,BANKNIFTY,55023.5,55031.5,55016.5,55028.75,162090
2026-05-25 06:42:00+00,NIFTY,23970.75,23970.75,23967.6,23968,3196002
2026-05-25 06:42:00+00,BANKNIFTY,55028.5,55028.7,55021.4,55027.8,171229
2026-05-25 06:43:00+00,NIFTY,23969.2,23969.2,23963.05,23964.05,586751
2026-05-25 06:43:00+00,BANKNIFTY,55026.6,55029.9,55016.75,55021.3,209959
2026-05-25 06:44:00+00,NIFTY,23965.15,23965.15,23962.5,23963.75,773466
2026-05-25 06:44:00+00,BANKNIFTY,55017.5,55022.75,55013.5,55017.65,135874
2026-05-25 06:45:00+00,NIFTY,23965.75,23965.75,23959.85,23960.4,439108
2026-05-25 06:45:00+00,BANKNIFTY,55020.1,55026.45,55013.6,55017.4,173647
2026-05-25 06:46:00+00,NIFTY,23961.4,23961.4,23957.7,23959.15,739026
2026-05-25 06:46:00+00,BANKNIFTY,55015.3,55021.15,55012.8,55017.8,214356
2026-05-25 06:47:00+00,NIFTY,23961.35,23961.8,23958.6,23959.75,940432
2026-05-25 06:47:00+00,BANKNIFTY,55016.65,55021.55,55011.7,55015.85,181369
2026-05-25 06:48:00+00,NIFTY,23962.15,23966.55,23960.9,23966.05,624166
2026-05-25 06:48:00+00,BANKNIFTY,55020.65,55038.3,55017.8,55038.1,244697
2026-05-25 06:49:00+00,NIFTY,23966.75,23968.65,23965.2,23968.65,603652
2026-05-25 06:49:00+00,BANKNIFTY,55038.1,55050.5,55036.65,55047.25,324355
2026-05-25 06:50:00+00,NIFTY,23968.7,23968.7,23963.05,23964.7,487984
2026-05-25 06:50:00+00,BANKNIFTY,55045.15,55045.2,55031.5,55038,201649
2026-05-25 06:52:00+00,NIFTY,23961.2,23962.95,23958.35,23961.8,880057
2026-05-25 06:52:00+00,BANKNIFTY,55018.65,55027.75,55009.25,55023.15,256201
2026-05-25 06:53:00+00,NIFTY,23963.3,23965.65,23961.7,23964.9,587522
2026-05-25 06:53:00+00,BANKNIFTY,55023.65,55030.35,55019.85,55022.55,276332
2026-05-25 06:54:00+00,BANKNIFTY,55022.8,55022.8,55022.8,55022.8,0
2026-05-25 06:54:00+00,NIFTY,23966.1,23966.1,23960.95,23961.55,721458
2026-05-25 06:55:00+00,NIFTY,23963.4,23963.4,23962.05,23962.05,0
2026-05-25 06:55:00+00,BANKNIFTY,55019.85,55019.85,55017,55017,958
2026-05-25 06:56:00+00,NIFTY,23965.25,23965.25,23964.45,23964.45,7093
2026-05-25 06:56:00+00,BANKNIFTY,55015.1,55015.1,55014.15,55014.15,1696
2026-05-25 06:58:00+00,NIFTY,23963.5,23963.5,23960.35,23960.75,38343
2026-05-25 06:58:00+00,BANKNIFTY,54989.45,54989.45,54984.3,54984.55,10759
2026-05-25 06:59:00+00,NIFTY,23961.8,23961.8,23959.65,23960.6,97784
2026-05-25 06:59:00+00,BANKNIFTY,54988.45,54988.45,54985.2,54985.9,3205
2026-05-25 07:00:00+00,NIFTY,23957.85,23957.85,23957,23957.05,40630
2026-05-25 07:00:00+00,BANKNIFTY,54980.45,54985,54980.45,54983.65,5910
2026-05-25 07:01:00+00,NIFTY,23956.65,23956.65,23954.7,23955.4,44422
2026-05-25 07:01:00+00,BANKNIFTY,54979.4,54981.6,54978.7,54981.6,26834
2026-05-25 07:04:00+00,NIFTY,23958.55,23959.7,23957.55,23957.75,133278
2026-05-25 07:04:00+00,BANKNIFTY,54982.8,54985.85,54980.9,54981.45,13108
2026-05-25 07:07:00+00,NIFTY,23964,23964,23962.2,23962.2,53068
2026-05-25 07:07:00+00,BANKNIFTY,54995.75,54997.4,54992.75,54993.9,44653
2026-05-25 07:12:00+00,NIFTY,23960.65,23961.85,23959.65,23960.8,92860
2026-05-25 07:12:00+00,BANKNIFTY,54977.9,54981.2,54977.3,54980.3,18155
2026-05-25 07:13:00+00,NIFTY,23965.1,23967.65,23964.9,23965.65,93597
2026-05-25 07:13:00+00,BANKNIFTY,54987.05,54992.2,54986.85,54989.15,39945
2026-05-25 07:26:00+00,NIFTY,23946.7,23946.85,23944.65,23946.55,189875
2026-05-25 07:26:00+00,BANKNIFTY,54932.35,54938.2,54928.4,54935.1,98448
2026-05-25 07:27:00+00,NIFTY,23949.5,23950.5,23948.2,23950.15,211322
2026-05-25 07:27:00+00,BANKNIFTY,54939.2,54945.3,54938.25,54945.15,142020
2026-05-25 07:28:00+00,NIFTY,23954.45,23954.45,23951,23951.65,270792
2026-05-25 07:28:00+00,BANKNIFTY,54958,54959.35,54951.55,54956.7,200138
2026-05-25 07:29:00+00,NIFTY,23954.85,23954.85,23951.5,23952.05,148508
2026-05-25 07:29:00+00,BANKNIFTY,54957.05,54961.2,54955,54957.85,154359
2026-05-25 07:30:00+00,NIFTY,23955.55,23955.75,23949.7,23949.7,218772
2026-05-25 07:30:00+00,BANKNIFTY,54966.95,54968.65,54956.85,54962.3,193850
2026-05-25 07:31:00+00,NIFTY,23953.9,23953.9,23949.15,23950.3,401418
2026-05-25 07:31:00+00,BANKNIFTY,54962.9,54962.9,54950.3,54955.3,124294
2026-05-25 07:32:00+00,NIFTY,23953,23953,23947.3,23948.45,259228
2026-05-25 07:32:00+00,BANKNIFTY,54956.5,54957.4,54949.3,54954.4,88348
2026-05-25 07:33:00+00,NIFTY,23961.25,23977.75,23961.25,23971.05,1005617
2026-05-25 07:33:00+00,BANKNIFTY,54986.35,55026.5,54986.35,55018.9,685862
2026-05-25 07:34:00+00,NIFTY,23977.7,23977.7,23969.5,23969.5,233089
2026-05-25 07:34:00+00,BANKNIFTY,55028.9,55034.8,55019.5,55019.5,108074
2026-05-25 07:35:00+00,NIFTY,23972.7,23973.45,23970.15,23973,284425
2026-05-25 07:35:00+00,BANKNIFTY,55022.85,55024.9,55011.8,55024.9,65445
2026-05-25 07:37:00+00,NIFTY,23977.85,23980.65,23975.8,23979.3,267815
2026-05-25 07:37:00+00,BANKNIFTY,55020.1,55023.9,55016.15,55022.5,351352
2026-05-25 07:38:00+00,NIFTY,23979.65,23979.65,23975.85,23975.85,151245
2026-05-25 07:38:00+00,BANKNIFTY,55019.75,55022.35,55015.05,55022.35,105487
2026-05-25 07:39:00+00,NIFTY,23979.3,23979.3,23975.45,23975.7,308598
2026-05-25 07:39:00+00,BANKNIFTY,55027.05,55029.55,55016.85,55022.05,98923
2026-05-25 07:42:00+00,NIFTY,23981.75,23981.75,23978.15,23978.9,246364
2026-05-25 07:42:00+00,BANKNIFTY,55030.55,55033.6,55024.5,55030.9,91011
2026-05-25 07:43:00+00,NIFTY,23980.95,23980.95,23977.1,23978.6,232292
2026-05-25 07:43:00+00,BANKNIFTY,55029.05,55032.1,55024,55031.95,123866
2026-05-25 07:44:00+00,NIFTY,23981.3,23981.3,23977.85,23978.3,298499
2026-05-25 07:44:00+00,BANKNIFTY,55033.15,55034.15,55022.8,55023.1,108713
2026-05-25 07:45:00+00,NIFTY,23979.1,23979.1,23975.15,23976.85,319315
2026-05-25 07:45:00+00,BANKNIFTY,55019.2,55023.3,55009.3,55013.4,153885
2026-05-25 07:46:00+00,NIFTY,23979.25,23979.25,23975.45,23976.75,338359
2026-05-25 07:46:00+00,BANKNIFTY,55017.1,55019.8,55011.5,55015.15,188482
2026-05-25 07:47:00+00,NIFTY,23981.65,23981.65,23977.75,23980.1,221879
2026-05-25 07:47:00+00,BANKNIFTY,55021.25,55022.9,55010.85,55022.9,78575
2026-05-25 06:36:00+00,NIFTY,23970.45,23972.35,23963.5,23971.7,531962
2026-05-25 06:36:00+00,BANKNIFTY,55018.05,55019.35,54998.3,55015.1,441252
2026-05-25 06:37:00+00,NIFTY,23975.25,23976.4,23971.1,23971.95,1303438
2026-05-25 06:37:00+00,BANKNIFTY,55024.3,55032.4,55019.1,55025.7,245020
2026-05-25 06:38:00+00,NIFTY,23974.5,23974.5,23960.1,23964.05,589291
2026-05-25 06:38:00+00,BANKNIFTY,55030,55030,55015.4,55021.9,348744
2026-05-25 06:39:00+00,NIFTY,23965.15,23966.6,23960.85,23963.7,599529
2026-05-25 06:39:00+00,BANKNIFTY,55021.45,55022.75,55006.2,55011.05,328397
2026-05-25 06:51:00+00,NIFTY,23966.55,23966.55,23958.95,23959.9,639015
2026-05-25 06:51:00+00,BANKNIFTY,55042,55042,55014.4,55017.4,360559
2026-05-25 06:57:00+00,NIFTY,23965.4,23965.4,23963.9,23964,22616
2026-05-25 06:57:00+00,BANKNIFTY,55004.9,55005.9,55000.95,55000.95,7482
2026-05-25 07:02:00+00,NIFTY,23957.35,23957.35,23955.4,23955.85,34494
2026-05-25 07:02:00+00,BANKNIFTY,54984.9,54984.9,54977.75,54977.75,13124
2026-05-25 07:03:00+00,NIFTY,23956.15,23956.15,23954.35,23954.6,18945
2026-05-25 07:03:00+00,BANKNIFTY,54975.55,54977.45,54972.15,54972.15,25230
2026-05-25 07:05:00+00,NIFTY,23961.35,23961.35,23960.15,23960.55,167901
2026-05-25 07:05:00+00,BANKNIFTY,54985,54988.2,54985,54985,44520
2026-05-25 07:06:00+00,NIFTY,23963.9,23964.45,23961.8,23962.3,126635
2026-05-25 07:06:00+00,BANKNIFTY,55001.8,55001.8,54997.95,54999.95,12805
2026-05-25 07:08:00+00,NIFTY,23967.05,23967.05,23964.45,23964.7,60507
2026-05-25 07:08:00+00,BANKNIFTY,54996,54996,54989,54992.25,27439
2026-05-25 07:09:00+00,NIFTY,23964.7,23964.7,23962.4,23962.95,46293
2026-05-25 07:09:00+00,BANKNIFTY,54993.95,54993.95,54987.85,54991.55,16848
2026-05-25 07:10:00+00,NIFTY,23960.8,23960.8,23957.15,23957.15,111708
2026-05-25 07:10:00+00,BANKNIFTY,54967.9,54970.25,54966.45,54967.1,28258
2026-05-25 07:11:00+00,NIFTY,23961,23961,23958.7,23959.65,64304
2026-05-25 07:11:00+00,BANKNIFTY,54974,54974,54967.6,54970.8,17528
2026-05-25 07:14:00+00,NIFTY,23966.35,23966.35,23963.4,23963.95,113863
2026-05-25 07:14:00+00,BANKNIFTY,54980.95,54985,54977.5,54977.85,28561
2026-05-25 07:15:00+00,NIFTY,23960.05,23960.4,23957.9,23959,115689
2026-05-25 07:15:00+00,BANKNIFTY,54975.15,54988.75,54975.15,54980.2,100988
2026-05-25 07:16:00+00,NIFTY,23960.6,23960.6,23956,23957.25,83425
2026-05-25 07:16:00+00,BANKNIFTY,54983.65,54984.45,54976.35,54976.35,133447
2026-05-25 07:17:00+00,NIFTY,23953.3,23953.3,23948.9,23949.1,121566
2026-05-25 07:17:00+00,BANKNIFTY,54968.6,54969.8,54960.35,54962.6,59798
2026-05-25 07:18:00+00,NIFTY,23954.1,23954.1,23950.25,23951.35,82150
2026-05-25 07:18:00+00,BANKNIFTY,54971.65,54972.85,54966.15,54968.05,56710
2026-05-25 07:19:00+00,NIFTY,23939.9,23939.95,23936.85,23938.65,162373
2026-05-25 07:19:00+00,BANKNIFTY,54923.5,54927.25,54920.1,54923.95,343171
2026-05-25 07:20:00+00,NIFTY,23943.9,23943.9,23935.95,23936.6,270981
2026-05-25 07:20:00+00,BANKNIFTY,54925.9,54925.9,54909.9,54911.7,202149
2026-05-25 07:21:00+00,NIFTY,23943.25,23945.75,23941.2,23943.8,204345
2026-05-25 07:21:00+00,BANKNIFTY,54932.6,54938.25,54928.25,54937.45,57560
2026-05-25 07:22:00+00,NIFTY,23943.95,23944.15,23942.2,23942.65,73333
2026-05-25 07:22:00+00,BANKNIFTY,54935.9,54939.9,54933.3,54934.75,53873
2026-05-25 07:23:00+00,NIFTY,23949.3,23949.3,23946.85,23947.8,101813
2026-05-25 07:23:00+00,BANKNIFTY,54942.9,54947.1,54940.4,54945.95,31809
2026-05-25 07:24:00+00,NIFTY,23947.95,23947.95,23945.65,23945.8,162534
2026-05-25 07:24:00+00,BANKNIFTY,54938.7,54944.95,54936.55,54942,59288
2026-05-25 07:25:00+00,NIFTY,23952.7,23952.7,23947.75,23947.75,129876
2026-05-25 07:25:00+00,BANKNIFTY,54944.2,54944.9,54938.25,54938.25,40471
2026-05-25 07:36:00+00,NIFTY,23972.75,23973.05,23970.15,23972,173604
2026-05-25 07:36:00+00,BANKNIFTY,55022.9,55025.1,55012.9,55015,139603
2026-05-25 07:40:00+00,NIFTY,23979.75,23983.55,23978.15,23980.95,453983
2026-05-25 07:40:00+00,BANKNIFTY,55023.55,55035.25,55022.05,55032.3,203947
2026-05-25 07:41:00+00,NIFTY,23983.6,23983.6,23977.3,23977.3,365054
2026-05-25 07:41:00+00,BANKNIFTY,55035.55,55037.35,55025.65,55031,182619
2026-05-25 07:48:00+00,NIFTY,23978.6,23978.6,23975.45,23978.15,314728
2026-05-25 07:48:00+00,BANKNIFTY,55019.5,55021.15,55011.4,55018.3,123004
2026-05-25 07:49:00+00,NIFTY,23980.65,23982.1,23978.2,23980.95,318901
2026-05-25 07:49:00+00,BANKNIFTY,55024.85,55027.55,55016.55,55027.1,110866
2026-05-25 07:50:00+00,NIFTY,23983.35,23983.65,23980.8,23982.9,415567
2026-05-25 07:50:00+00,BANKNIFTY,55029.8,55032.5,55024.95,55027.1,73944
2026-05-25 07:51:00+00,NIFTY,23983.9,23983.9,23981.1,23982.35,438106
2026-05-25 07:51:00+00,BANKNIFTY,55026.2,55028.9,55019.5,55023.35,111888
2026-05-25 07:52:00+00,NIFTY,23981.15,23981.15,23977.2,23979.9,642041
2026-05-25 07:52:00+00,BANKNIFTY,55024,55027.8,55018.65,55021.8,116615
2026-05-25 07:53:00+00,NIFTY,23983.05,23983.2,23979.8,23980.35,439073
2026-05-25 07:53:00+00,BANKNIFTY,55030.8,55034.35,55020.85,55020.85,137360
2026-05-25 07:54:00+00,NIFTY,23983.25,23983.25,23980.5,23981.4,500742
2026-05-25 07:54:00+00,BANKNIFTY,55018.2,55022.45,55011.1,55012.8,243998
2026-05-25 07:55:00+00,NIFTY,23983,23983,23980.85,23981.3,485559
2026-05-25 07:55:00+00,BANKNIFTY,55014.05,55015.65,55008.6,55009,100710
2026-05-25 07:56:00+00,NIFTY,23984.05,23984.05,23981.1,23982.1,398735
2026-05-25 07:56:00+00,BANKNIFTY,55016,55016.35,55005.95,55014.15,276907
2026-05-25 07:57:00+00,NIFTY,23983.2,23984.5,23979.9,23982.85,255045
2026-05-25 07:57:00+00,BANKNIFTY,55011.2,55020.25,55006.85,55017.6,84536
2026-05-25 07:58:00+00,NIFTY,23984.85,23985.75,23982.95,23984.75,295416
2026-05-25 07:58:00+00,BANKNIFTY,55015.6,55023.5,55014.15,55021.65,120039
2026-05-25 07:59:00+00,NIFTY,23985.5,23985.5,23982.5,23983,310954
2026-05-25 07:59:00+00,BANKNIFTY,55018.65,55020.45,55011.95,55020.45,150133
2026-05-25 08:00:00+00,NIFTY,23986.55,23986.8,23982.6,23982.85,324083
2026-05-25 08:00:00+00,BANKNIFTY,55021.45,55022.7,55012.55,55015.6,93402
2026-05-25 08:01:00+00,NIFTY,23984.15,23987.3,23982.05,23985.9,401398
2026-05-25 08:01:00+00,BANKNIFTY,55013.6,55018.45,55010,55017.95,224691
2026-05-25 08:02:00+00,NIFTY,23989.2,23990.5,23986.95,23986.95,475362
2026-05-25 08:02:00+00,BANKNIFTY,55017.95,55026.1,55015.45,55016.85,306145
2026-05-25 08:03:00+00,NIFTY,23987.05,23987.05,23982.45,23984.4,760929
2026-05-25 08:03:00+00,BANKNIFTY,55016.1,55016.1,55005.95,55008.1,80466
2026-05-25 08:04:00+00,NIFTY,23988.35,23991,23985.9,23991,242459
2026-05-25 08:04:00+00,BANKNIFTY,55012.7,55018.3,55010.2,55017.95,160588
2026-05-25 08:05:00+00,NIFTY,23990.1,23990.1,23983.85,23984.25,355540
2026-05-25 08:05:00+00,BANKNIFTY,55015.75,55018.1,55007.7,55008.35,195241
2026-05-25 08:06:00+00,NIFTY,23986.6,23986.6,23981.7,23982.05,349120
2026-05-25 08:06:00+00,BANKNIFTY,55007.2,55007.2,54990.7,54992.35,391757
2026-05-25 08:07:00+00,NIFTY,23983.4,23983.4,23978.65,23980.4,310306
2026-05-25 08:07:00+00,BANKNIFTY,54996.9,54997.8,54984.35,54989.2,91057
2026-05-25 08:08:00+00,NIFTY,23981.75,23982.6,23978.95,23980.45,425305
2026-05-25 08:08:00+00,BANKNIFTY,54987.5,54991.3,54982.15,54985.85,162361
2026-05-25 08:09:00+00,NIFTY,23981.45,23981.45,23977,23977.9,480623
2026-05-25 08:09:00+00,BANKNIFTY,54986.95,54989.55,54978.95,54983.7,159475
2026-05-25 08:10:00+00,NIFTY,23981.55,23981.55,23977.6,23978.4,374666
2026-05-25 08:10:00+00,BANKNIFTY,54986.7,54988.8,54978.25,54982.55,92600
2026-05-25 08:11:00+00,NIFTY,23978.9,23978.9,23976.1,23977.75,497995
2026-05-25 08:11:00+00,BANKNIFTY,54981.35,54982.8,54975.35,54979.85,125565
2026-05-25 08:12:00+00,NIFTY,23976.9,23976.9,23970,23970.75,435481
2026-05-25 08:12:00+00,BANKNIFTY,54980.15,54980.15,54964.75,54967.05,301975
2026-05-25 08:13:00+00,NIFTY,23968.7,23968.7,23964.25,23965.15,375714
2026-05-25 08:13:00+00,BANKNIFTY,54961.3,54961.3,54944.05,54950.1,265608
2026-05-25 08:14:00+00,NIFTY,23969.75,23969.75,23964.8,23965.6,322798
2026-05-25 08:14:00+00,BANKNIFTY,54962.25,54962.4,54955.5,54957.35,90398
2026-05-25 08:15:00+00,NIFTY,23965.65,23968.8,23962.2,23967.95,526664
2026-05-25 08:15:00+00,BANKNIFTY,54959.2,54971.45,54954.3,54970.65,202317
2026-05-25 08:16:00+00,NIFTY,23969.95,23971.4,23968,23970.5,324172
2026-05-25 08:16:00+00,BANKNIFTY,54976.15,54984.6,54976.15,54984.35,157132
2026-05-25 08:17:00+00,NIFTY,23973,23974.75,23969.4,23971.55,362277
2026-05-25 08:17:00+00,BANKNIFTY,54995.25,54995.25,54982.75,54986.75,113960
2026-05-25 08:18:00+00,NIFTY,23974.2,23975.25,23971,23973.1,340981
2026-05-25 08:18:00+00,BANKNIFTY,54987.95,54993.1,54982.95,54988.5,158218
2026-05-25 08:19:00+00,NIFTY,23975.2,23975.2,23971,23973.05,293181
2026-05-25 08:19:00+00,BANKNIFTY,54987.15,54996.45,54983.3,54993.95,198251
2026-05-25 08:20:00+00,NIFTY,23973.25,23975,23971.25,23972.8,342271
2026-05-25 08:20:00+00,BANKNIFTY,54996.15,55002.5,54992.75,54997.95,111071
2026-05-25 08:21:00+00,NIFTY,23974.55,23974.55,23971,23974.05,316983
2026-05-25 08:21:00+00,BANKNIFTY,54999.75,55005.05,54992.65,55005.05,156810
2026-05-25 08:22:00+00,NIFTY,23977.4,23977.4,23973.15,23974.3,557383
2026-05-25 08:22:00+00,BANKNIFTY,55012.35,55018.2,55007.9,55016.55,286515
2026-05-25 08:23:00+00,NIFTY,23975.7,23975.7,23970.6,23970.6,583400
2026-05-25 08:23:00+00,BANKNIFTY,55015.95,55019.6,55006.9,55008.75,468023
2026-05-25 08:24:00+00,NIFTY,23973.65,23973.7,23970.95,23972.3,351542
2026-05-25 08:24:00+00,BANKNIFTY,55009.45,55013.95,55005.75,55012.8,142774
2026-05-25 08:25:00+00,NIFTY,23973.65,23974.55,23970.45,23971.2,370162
2026-05-25 08:25:00+00,BANKNIFTY,55012.7,55013.4,55002.85,55008.8,185535
2026-05-25 08:26:00+00,NIFTY,23970.1,23970.1,23965.25,23967.65,366682
2026-05-25 08:26:00+00,BANKNIFTY,55001.55,55002.85,54992.45,54998.2,240168
2026-05-25 08:27:00+00,NIFTY,23968,23969.65,23965,23969.1,425491
2026-05-25 08:27:00+00,BANKNIFTY,54996.5,55000.05,54992.85,54995.45,139348
2026-05-25 08:28:00+00,NIFTY,23969.75,23969.75,23964.35,23966.4,341467
2026-05-25 08:28:00+00,BANKNIFTY,54995,54995,54971.7,54975.5,226566
2026-05-25 08:29:00+00,NIFTY,23967.95,23968.1,23964.55,23965.9,848367
2026-05-25 08:29:00+00,BANKNIFTY,54973.95,54980.85,54970.25,54979.15,114858
2026-05-25 08:30:00+00,NIFTY,23966.95,23966.95,23962.6,23964.2,396292
2026-05-25 08:30:00+00,BANKNIFTY,54979.4,54982.65,54974.7,54981.3,179281
2026-05-25 08:31:00+00,NIFTY,23967.1,23967.2,23963.8,23964.85,402938
2026-05-25 08:31:00+00,BANKNIFTY,54981.6,54983.35,54973.4,54978.7,129993
2026-05-25 08:32:00+00,NIFTY,23966.95,23971.3,23965.4,23971,354983
2026-05-25 08:32:00+00,BANKNIFTY,54978.8,55001.9,54976.75,55001.9,287249
2026-05-25 08:33:00+00,NIFTY,23972.8,23974.75,23970.8,23973.9,753493
2026-05-25 08:33:00+00,BANKNIFTY,55000.4,55008.3,54998.7,55006.1,260670
2026-05-25 08:34:00+00,NIFTY,23976.4,23978.55,23974.6,23974.6,654438
2026-05-25 08:34:00+00,BANKNIFTY,55010.55,55026.25,55010.55,55015.8,739691
2026-05-25 08:35:00+00,NIFTY,23977.75,23977.75,23974.2,23975.1,289831
2026-05-25 08:35:00+00,BANKNIFTY,55021.4,55024.85,55016.95,55021.1,310466
2026-05-25 08:41:00+00,NIFTY,23969.45,23971.3,23967.05,23970.2,765597
2026-05-25 08:41:00+00,BANKNIFTY,55005.35,55015.6,55001.3,55010.65,507874
2026-05-25 08:53:00+00,NIFTY,23967,23967,23963.95,23964.5,55330
2026-05-25 08:53:00+00,BANKNIFTY,54984.5,54984.5,54976.6,54979.45,18110
2026-05-25 08:54:00+00,NIFTY,23965.1,23965.1,23963,23963.3,57891
2026-05-25 08:54:00+00,BANKNIFTY,54988.05,54988.05,54981.15,54981.15,31149
2026-05-25 08:55:00+00,NIFTY,23967.3,23967.3,23965,23965.5,92044
2026-05-25 08:55:00+00,BANKNIFTY,54990.5,54990.5,54986.65,54987.35,18179
2026-05-25 08:56:00+00,NIFTY,23972.05,23972.05,23969.75,23970.95,48616
2026-05-25 08:56:00+00,BANKNIFTY,54994.8,54995,54991.6,54992.85,27409
2026-05-25 08:57:00+00,NIFTY,23978.35,23978.75,23976,23978.55,78643
2026-05-25 08:57:00+00,BANKNIFTY,55009.95,55012.05,55007.75,55010.75,39246
2026-05-25 08:58:00+00,NIFTY,23979.7,23980.65,23978.25,23979.45,110991
2026-05-25 08:58:00+00,BANKNIFTY,55012.8,55012.8,55005.9,55009.7,198376
2026-05-25 08:59:00+00,NIFTY,23982.85,23982.85,23979.8,23980.1,41280
2026-05-25 08:59:00+00,BANKNIFTY,55006.65,55006.65,54999.05,55001.55,39673
2026-05-25 09:00:00+00,NIFTY,23979,23979.2,23977.7,23978.3,64461
2026-05-25 09:00:00+00,BANKNIFTY,55002.95,55007.15,55000.7,55003.8,19723
2026-05-25 09:01:00+00,NIFTY,23979.35,23979.95,23978.2,23978.2,64125
2026-05-25 09:01:00+00,BANKNIFTY,55005.8,55010,55004,55009.8,92870
2026-05-25 09:02:00+00,NIFTY,23981.75,23981.75,23979.05,23979.75,74569
2026-05-25 09:02:00+00,BANKNIFTY,55010,55011.9,55005.8,55006.55,42418
2026-05-25 09:03:00+00,NIFTY,23983.55,23983.55,23981.7,23982.3,79556
2026-05-25 09:03:00+00,BANKNIFTY,55019,55022.5,55017.3,55017.3,53512
2026-05-25 09:04:00+00,NIFTY,23985.45,23985.55,23984.05,23985.55,132385
2026-05-25 09:04:00+00,BANKNIFTY,55024.15,55030.85,55020.75,55030.5,56472
2026-05-25 09:05:00+00,NIFTY,23989.3,23989.3,23985.9,23987.5,104784
2026-05-25 09:05:00+00,BANKNIFTY,55032.5,55034.55,55029.05,55034.45,114142
2026-05-25 09:17:00+00,NIFTY,24024.8,24027.45,24022.65,24025.85,408833
2026-05-25 09:17:00+00,BANKNIFTY,55204.9,55214.6,55199.25,55210.9,531807
2026-05-25 09:18:00+00,NIFTY,24028.7,24028.7,24025.4,24025.4,436462
2026-05-25 09:18:00+00,BANKNIFTY,55246.55,55250.55,55242,55242.7,251675
2026-05-25 09:19:00+00,NIFTY,24022.95,24022.95,24019.85,24020.6,284543
2026-05-25 09:19:00+00,BANKNIFTY,55245.05,55250.5,55239,55243.2,214418
2026-05-25 09:24:00+00,NIFTY,24026.5,24026.9,24023.8,24026.3,231494
2026-05-25 09:24:00+00,BANKNIFTY,55208.9,55212.2,55192.85,55212.2,324837
2026-05-25 09:25:00+00,NIFTY,24030.15,24030.75,24027.1,24029.55,326878
