time,symbol,expiry,strike,option_type,features,label
2026-05-15 08:20:00+00,NIFTY,2026-05-19,23700,PE,"{""pcr_oi"": 1.172579651414551, ""bs_ce_iv"": 0.1427741626764088, ""bs_pe_iv"": 0.17005847783360195, ""atm_ce_iv"": 13.62550111479848, ""atm_ce_oi"": 6358820.0, ""atm_pe_iv"": 17.667561550625376, ""atm_pe_oi"": 11485825.0, ""atm_ce_ltp"": 159.0, ""atm_pe_ltp"": 162.5, ""bs_ce_vega"": 10.2351094783107, ""bs_pe_vega"": 10.241674439722193, ""delta_skew"": -0.517069837398374, ""spread_pct"": 0.002762929897352264, ""atm_ce_vega"": 10.19949, ""atm_pe_vega"": 10.21931, ""bs_ce_delta"": 0.529617077602798, ""bs_ce_gamma"": 0.001083128606157482, ""bs_ce_theta"": -19.20501079695968, ""bs_pe_delta"": -0.4740436778631488, ""bs_pe_gamma"": 0.0009099338775450723, ""bs_pe_theta"": -18.228483720611592, ""index_close"": 23706.3, ""iv_skew_otm"": -1.6370129302649765, ""time_of_day"": -55, ""atm_ce_delta"": 0.54493, ""atm_ce_gamma"": 0.00113, ""atm_ce_theta"": -19.6608, ""atm_pe_delta"": -0.4622, ""atm_pe_theta"": -17.95379, ""index_rsi_14"": 18.49653808110814, ""is_expiry_day"": 0, ""bid_ask_spread"": 0.45001220703125, ""days_to_expiry"": 4, ""gamma_exposure"": 154194.56455, ""theta_pressure"": 320.90473999999995, ""index_return_1m"": -0.00012653262643772697, ""index_return_5m"": -0.0014742242421434378, ""liquidity_score"": 1430.0, ""tick_volatility"": 0.004263855025161561, ""atm_ce_oi_change"": 2380560.0, ""atm_option_close"": 167.7, ""atm_pe_oi_change"": 6719960.0, ""index_return_15m"": -0.002171909133383093, ""index_trend_ma_9"": -22.516666666666424, ""index_trend_ma_21"": -38.92857142857247, ""index_trend_ma_50"": -57.55200000000332, ""ce_oi_concentration"": 0.2944901754512463, ""orderbook_imbalance"": 0.36363636363636365, ""pe_oi_concentration"": 0.26353748086160106, ""atm_option_range_15m"": 21.299999999999983, ""atm_option_return_1m"": 0.031048263141715233, ""atm_option_return_5m"": null, ""index_volatility_15m"": 0.00039811052257810695, ""selected_security_id"": 51367, ""distance_from_max_pain"": -43.70000000000073, ""index_distance_from_vwap"": -61.261252797339694, ""atm_option_volatility_15m"": 0.0363490711849309, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0005052287726083014, ""pe_iv_slope_across_strikes"": -0.0008015766357365327}",0
2026-05-15 08:20:00+00,BANKNIFTY,2026-05-26,54000,CE,"{""pcr_oi"": 0.8116764216246121, ""bs_ce_iv"": 0.21810495400593338, ""bs_pe_iv"": 0.2174411698251839, ""atm_ce_iv"": 20.823830044207643, ""atm_ce_oi"": 642450.0, ""atm_pe_iv"": 22.59375681597596, ""atm_pe_oi"": 991680.0, ""atm_ce_ltp"": 906.9, ""atm_pe_ltp"": 747.65, ""bs_ce_vega"": 37.766171253437705, ""bs_pe_vega"": 37.76555210841302, ""delta_skew"": -0.5124163291139241, ""spread_pct"": 0.003640964054444827, ""atm_ce_vega"": 37.61076, ""atm_pe_vega"": 37.64917, ""bs_ce_delta"": 0.5377914087565883, ""bs_ce_gamma"": 0.00019148852842830057, ""bs_ce_theta"": -41.4660857871572, ""bs_pe_delta"": -0.4621400241152991, ""bs_pe_gamma"": 0.0001920699379202433, ""bs_pe_theta"": -31.75855106104351, ""index_close"": 54048.2, ""iv_skew_otm"": -4.699119295885225, ""time_of_day"": -55, ""atm_ce_delta"": 0.55288, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -42.59921, ""atm_pe_delta"": -0.45034, ""atm_pe_theta"": -30.76873, ""index_rsi_14"": 23.9211360816213, ""is_expiry_day"": 0, ""bid_ask_spread"": 3.29998779296875, ""days_to_expiry"": 11, ""gamma_exposure"": 2987.688, ""theta_pressure"": 364.8337, ""index_return_1m"": -0.00044754810217420283, ""index_return_5m"": -0.0018689034412201126, ""liquidity_score"": 60.0, ""tick_volatility"": 0.0019938920528171857, ""atm_ce_oi_change"": 173850.0, ""atm_option_close"": 879.3, ""atm_pe_oi_change"": 238950.0, ""index_return_15m"": -0.0031170919929468877, ""index_trend_ma_9"": -60.972222222226264, ""index_trend_ma_21"": -115.89761904762418, ""index_trend_ma_50"": -169.91100000000733, ""ce_oi_concentration"": 0.3583517317100902, ""orderbook_imbalance"": 0.0, ""pe_oi_concentration"": 0.29009259898097217, ""atm_option_range_15m"": 65.45000000000005, ""atm_option_return_1m"": -0.030433344359907404, ""atm_option_return_5m"": null, ""index_volatility_15m"": 0.0005497950277890928, ""selected_security_id"": 67200, ""distance_from_max_pain"": -1451.800000000003, ""index_distance_from_vwap"": -75.30639106690069, ""atm_option_volatility_15m"": 0.019265820561780066, ""recent_low_breakdown_flag"": 1, ""ce_iv_slope_across_strikes"": -0.0007823707898077159, ""pe_iv_slope_across_strikes"": -0.00014524913328763672}",0
2026-05-15 08:20:00+00,BANKNIFTY,2026-05-26,54000,PE,"{""pcr_oi"": 0.8116764216246121, ""bs_ce_iv"": 0.21810495400593338, ""bs_pe_iv"": 0.2174411698251839, ""atm_ce_iv"": 20.823830044207643, ""atm_ce_oi"": 642450.0, ""atm_pe_iv"": 22.59375681597596, ""atm_pe_oi"": 991680.0, ""atm_ce_ltp"": 906.9, ""atm_pe_ltp"": 747.65, ""bs_ce_vega"": 37.766171253437705, ""bs_pe_vega"": 37.76555210841302, ""delta_skew"": -0.5124163291139241, ""spread_pct"": 0.0036842282144535473, ""atm_ce_vega"": 37.61076, ""atm_pe_vega"": 37.64917, ""bs_ce_delta"": 0.5377914087565883, ""bs_ce_gamma"": 0.00019148852842830057, ""bs_ce_theta"": -41.4660857871572, ""bs_pe_delta"": -0.4621400241152991, ""bs_pe_gamma"": 0.0001920699379202433, ""bs_pe_theta"": -31.75855106104351, ""index_close"": 54048.2, ""iv_skew_otm"": -4.699119295885225, ""time_of_day"": -55, ""atm_ce_delta"": 0.55288, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -42.59921, ""atm_pe_delta"": -0.45034, ""atm_pe_theta"": -30.76873, ""index_rsi_14"": 23.9211360816213, ""is_expiry_day"": 0, ""bid_ask_spread"": 2.75, ""days_to_expiry"": 11, ""gamma_exposure"": 2987.688, ""theta_pressure"": 364.8337, ""index_return_1m"": -0.00044754810217420283, ""index_return_5m"": -0.0018689034412201126, ""liquidity_score"": 180.0, ""tick_volatility"": 0.0021646042370291295, ""atm_ce_oi_change"": 173850.0, ""atm_option_close"": 763.75, ""atm_pe_oi_change"": 238950.0, ""index_return_15m"": -0.0031170919929468877, ""index_trend_ma_9"": -60.972222222226264, ""index_trend_ma_21"": -115.89761904762418, ""index_trend_ma_50"": -169.91100000000733, ""ce_oi_concentration"": 0.3583517317100902, ""orderbook_imbalance"": 0.0, ""pe_oi_concentration"": 0.29009259898097217, ""atm_option_range_15m"": 64.70000000000005, ""atm_option_return_1m"": 0.021465828540858573, ""atm_option_return_5m"": null, ""index_volatility_15m"": 0.0005497950277890928, ""selected_security_id"": 67201, ""distance_from_max_pain"": -1451.800000000003, ""index_distance_from_vwap"": -75.30639106690069, ""atm_option_volatility_15m"": 0.00961370163737251, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0007823707898077159, ""pe_iv_slope_across_strikes"": -0.00014524913328763672}",0
2026-05-15 08:19:00+00,NIFTY,2026-05-19,23700,CE,"{""pcr_oi"": 1.181885885554739, ""bs_ce_iv"": 0.13885714350725767, ""bs_pe_iv"": 0.1746049670091972, ""atm_ce_iv"": 13.514217295424055, ""atm_ce_oi"": 6059235.0, ""atm_pe_iv"": 17.795842976533454, ""atm_pe_oi"": 11445330.0, ""atm_ce_ltp"": 156.6, ""atm_pe_ltp"": 165.75, ""bs_ce_vega"": 10.229059756659417, ""bs_pe_vega"": 10.239995498001992, ""delta_skew"": -0.5148523577235772, ""spread_pct"": 0.001932288521537842, ""atm_ce_vega"": 10.20594, ""atm_pe_vega"": 10.22719, ""bs_ce_delta"": 0.5336198172438735, ""bs_ce_gamma"": 0.0011125629095967598, ""bs_ce_theta"": -18.74385533310598, ""bs_pe_delta"": -0.471865639010953, ""bs_pe_gamma"": 0.0008857277683253736, ""bs_pe_theta"": -18.77169163901712, ""index_close"": 23709.3, ""iv_skew_otm"": -1.6374134905503794, ""time_of_day"": -56, ""atm_ce_delta"": 0.54257, ""atm_ce_gamma"": 0.00114, ""atm_ce_theta"": -19.5214, ""atm_pe_delta"": -0.46602, ""atm_pe_theta"": -18.09403, ""index_rsi_14"": 27.949183303084453, ""is_expiry_day"": 0, ""bid_ask_spread"": 0.29998779296875, ""days_to_expiry"": 4, ""gamma_exposure"": 154544.962, ""theta_pressure"": 321.8913, ""index_return_1m"": -0.00010543273813038234, ""index_return_5m"": -0.001025969456868294, ""liquidity_score"": 3055.0, ""tick_volatility"": 0.003363617816759688, ""atm_ce_oi_change"": 2080975.0, ""atm_option_close"": 158.4, ""atm_pe_oi_change"": 6679465.0, ""index_return_15m"": -0.0024948882138619557, ""index_trend_ma_9"": -22.77222222221826, ""index_trend_ma_21"": -39.233333333333576, ""index_trend_ma_50"": -56.056000000000495, ""ce_oi_concentration"": 0.2950151806372178, ""orderbook_imbalance"": 0.3191489361702128, ""pe_oi_concentration"": 0.2633447147678057, ""atm_option_range_15m"": 17.349999999999994, ""atm_option_return_1m"": 0.020289855072463805, ""atm_option_return_5m"": null, ""index_volatility_15m"": 0.00040574279724275896, ""selected_security_id"": 51366, ""distance_from_max_pain"": -40.70000000000073, ""index_distance_from_vwap"": -58.4856331258452, ""atm_option_volatility_15m"": 0.03619589914769429, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0005049451659597789, ""pe_iv_slope_across_strikes"": -0.0008021118284981131}",0
2026-05-15 08:19:00+00,NIFTY,2026-05-19,23700,PE,"{""pcr_oi"": 1.181885885554739, ""bs_ce_iv"": 0.13885714350725767, ""bs_pe_iv"": 0.1746049670091972, ""atm_ce_iv"": 13.514217295424055, ""atm_ce_oi"": 6059235.0, ""atm_pe_iv"": 17.795842976533454, ""atm_pe_oi"": 11445330.0, ""atm_ce_ltp"": 156.6, ""atm_pe_ltp"": 165.75, ""bs_ce_vega"": 10.229059756659417, ""bs_pe_vega"": 10.239995498001992, ""delta_skew"": -0.5148523577235772, ""spread_pct"": 0.0020980435181678146, ""atm_ce_vega"": 10.20594, ""atm_pe_vega"": 10.22719, ""bs_ce_delta"": 0.5336198172438735, ""bs_ce_gamma"": 0.0011125629095967598, ""bs_ce_theta"": -18.74385533310598, ""bs_pe_delta"": -0.471865639010953, ""bs_pe_gamma"": 0.0008857277683253736, ""bs_pe_theta"": -18.77169163901712, ""index_close"": 23709.3, ""iv_skew_otm"": -1.6374134905503794, ""time_of_day"": -56, ""atm_ce_delta"": 0.54257, ""atm_ce_gamma"": 0.00114, ""atm_ce_theta"": -19.5214, ""atm_pe_delta"": -0.46602, ""atm_pe_theta"": -18.09403, ""index_rsi_14"": 27.949183303084453, ""is_expiry_day"": 0, ""bid_ask_spread"": 0.350006103515625, ""days_to_expiry"": 4, ""gamma_exposure"": 154544.962, ""theta_pressure"": 321.8913, ""index_return_1m"": -0.00010543273813038234, ""index_return_5m"": -0.001025969456868294, ""liquidity_score"": 6240.0, ""tick_volatility"": 0.003993969079725167, ""atm_ce_oi_change"": 2080975.0, ""atm_option_close"": 162.65, ""atm_pe_oi_change"": 6679465.0, ""index_return_15m"": -0.0024948882138619557, ""index_trend_ma_9"": -22.77222222221826, ""index_trend_ma_21"": -39.233333333333576, ""index_trend_ma_50"": -56.056000000000495, ""ce_oi_concentration"": 0.2950151806372178, ""orderbook_imbalance"": -0.8958333333333334, ""pe_oi_concentration"": 0.2633447147678057, ""atm_option_range_15m"": 20.599999999999994, ""atm_option_return_1m"": -0.026047904191616733, ""atm_option_return_5m"": null, ""index_volatility_15m"": 0.00040574279724275896, ""selected_security_id"": 51367, ""distance_from_max_pain"": -40.70000000000073, ""index_distance_from_vwap"": -58.4856331258452, ""atm_option_volatility_15m"": 0.04774362689501873, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0005049451659597789, ""pe_iv_slope_across_strikes"": -0.0008021118284981131}",0
2026-05-15 08:19:00+00,BANKNIFTY,2026-05-26,54100,CE,"{""pcr_oi"": 0.8116602886646924, ""bs_ce_iv"": 0.2156644990635621, ""bs_pe_iv"": 0.21756496678431841, ""atm_ce_iv"": 20.845259711807703, ""atm_ce_oi"": 140070.0, ""atm_pe_iv"": 22.44428532996294, ""atm_pe_oi"": 119130.0, ""atm_ce_ltp"": 859.1, ""atm_pe_ltp"": 785.15, ""bs_ce_vega"": 37.88965609850132, ""bs_pe_vega"": 37.890051635971304, ""delta_skew"": -0.49577915254237287, ""spread_pct"": 0.003108806583584244, ""atm_ce_vega"": 37.81029, ""atm_pe_vega"": 37.82124, ""bs_ce_delta"": 0.5233461374753207, ""bs_ce_gamma"": 0.0001941028095757226, ""bs_ce_theta"": -41.04557999471584, ""bs_pe_delta"": -0.4767249744023825, ""bs_pe_gamma"": 0.00019240929644461573, ""bs_pe_theta"": -31.747753057864482, ""index_close"": 54072.4, ""iv_skew_otm"": -4.632238810432245, ""time_of_day"": -56, ""atm_ce_delta"": 0.53435, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -42.55655, ""atm_pe_delta"": -0.46701, ""atm_pe_theta"": -30.42996, ""index_rsi_14"": 29.81037367540489, ""is_expiry_day"": 0, ""bid_ask_spread"": 2.6500244140625, ""days_to_expiry"": 11, ""gamma_exposure"": 2982.9087, ""theta_pressure"": 363.76741, ""index_return_1m"": 0.00014427185256161908, ""index_return_5m"": -0.0008407569399403894, ""liquidity_score"": 120.0, ""tick_volatility"": 0.0018591254718783013, ""atm_ce_oi_change"": 70500.0, ""atm_option_close"": 881.1, ""atm_pe_oi_change"": 29280.0, ""index_return_15m"": -0.0032094236494520116, ""index_trend_ma_9"": -42.7944444444438, ""index_trend_ma_21"": -102.87619047619228, ""index_trend_ma_50"": -149.3440000000046, ""ce_oi_concentration"": 0.35857890762220734, ""orderbook_imbalance"": 0.0, ""pe_oi_concentration"": 0.28993294764814975, ""atm_option_range_15m"": 56.299999999999955, ""atm_option_return_1m"": -0.0007938308006349874, ""atm_option_return_5m"": null, ""index_volatility_15m"": 0.0005531858138367995, ""selected_security_id"": 67202, ""distance_from_max_pain"": -1427.5999999999985, ""index_distance_from_vwap"": -51.30538321669883, ""atm_option_volatility_15m"": 0.019860476726517223, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0007827412491206644, ""pe_iv_slope_across_strikes"": -0.0001445790480674504}",0
2026-05-15 08:19:00+00,BANKNIFTY,2026-05-26,54100,PE,"{""pcr_oi"": 0.8116602886646924, ""bs_ce_iv"": 0.2156644990635621, ""bs_pe_iv"": 0.21756496678431841, ""atm_ce_iv"": 20.845259711807703, ""atm_ce_oi"": 140070.0, ""atm_pe_iv"": 22.44428532996294, ""atm_pe_oi"": 119130.0, ""atm_ce_ltp"": 859.1, ""atm_pe_ltp"": 785.15, ""bs_ce_vega"": 37.88965609850132, ""bs_pe_vega"": 37.890051635971304, ""delta_skew"": -0.49577915254237287, ""spread_pct"": 0.003170376055672918, ""atm_ce_vega"": 37.81029, ""atm_pe_vega"": 37.82124, ""bs_ce_delta"": 0.5233461374753207, ""bs_ce_gamma"": 0.0001941028095757226, ""bs_ce_theta"": -41.04557999471584, ""bs_pe_delta"": -0.4767249744023825, ""bs_pe_gamma"": 0.00019240929644461573, ""bs_pe_theta"": -31.747753057864482, ""index_close"": 54072.4, ""iv_skew_otm"": -4.632238810432245, ""time_of_day"": -56, ""atm_ce_delta"": 0.53435, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -42.55655, ""atm_pe_delta"": -0.46701, ""atm_pe_theta"": -30.42996, ""index_rsi_14"": 29.81037367540489, ""is_expiry_day"": 0, ""bid_ask_spread"": 2.5, ""days_to_expiry"": 11, ""gamma_exposure"": 2982.9087, ""theta_pressure"": 363.76741, ""index_return_1m"": 0.00014427185256161908, ""index_return_5m"": -0.0008407569399403894, ""liquidity_score"": 150.0, ""tick_volatility"": 0.0021969955237855655, ""atm_ce_oi_change"": 70500.0, ""atm_option_close"": 744.0, ""atm_pe_oi_change"": 29280.0, ""index_return_15m"": -0.0032094236494520116, ""index_trend_ma_9"": -42.7944444444438, ""index_trend_ma_21"": -102.87619047619228, ""index_trend_ma_50"": -149.3440000000046, ""ce_oi_concentration"": 0.35857890762220734, ""orderbook_imbalance"": -0.6, ""pe_oi_concentration"": 0.28993294764814975, ""atm_option_range_15m"": 41.0, ""atm_option_return_1m"": 0.007311129163281854, ""atm_option_return_5m"": null, ""index_volatility_15m"": 0.0005531858138367995, ""selected_security_id"": 67203, ""distance_from_max_pain"": -1427.5999999999985, ""index_distance_from_vwap"": -51.30538321669883, ""atm_option_volatility_15m"": 0.017775443176991687, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0007827412491206644, ""pe_iv_slope_across_strikes"": -0.0001445790480674504}",0
2026-05-15 08:18:00+00,NIFTY,2026-05-19,23700,CE,"{""pcr_oi"": 1.2001947285300296, ""bs_ce_iv"": 0.14203494927874963, ""bs_pe_iv"": 0.17002737048834818, ""atm_ce_iv"": 13.510399243198718, ""atm_ce_oi"": 5908370.0, ""atm_pe_iv"": 17.81007156876154, ""atm_pe_oi"": 11906115.0, ""atm_ce_ltp"": 161.2, ""atm_pe_ltp"": 159.9, ""bs_ce_vega"": 10.226251238833347, ""bs_pe_vega"": 10.23650318476532, ""delta_skew"": -0.5236636585365854, ""spread_pct"": 0.0018709264397419375, ""atm_ce_vega"": 10.18086, ""atm_pe_vega"": 10.20474, ""bs_ce_delta"": 0.5357243387590825, ""bs_ce_gamma"": 0.0010869676031654502, ""bs_ce_theta"": -19.122830511748017, ""bs_pe_delta"": -0.4690359657521269, ""bs_pe_gamma"": 0.0009089252115394543, ""bs_pe_theta"": -18.229156298690388, ""index_close"": 23711.8, ""iv_skew_otm"": -1.6592358659578537, ""time_of_day"": -57, ""atm_ce_delta"": 0.55221, ""atm_ce_gamma"": 0.00114, ""atm_ce_theta"": -19.53751, ""atm_pe_delta"": -0.45474, ""atm_pe_theta"": -18.13432, ""index_rsi_14"": 26.013513513513374, ""is_expiry_day"": 0, ""bid_ask_spread"": 0.3000030517578125, ""days_to_expiry"": 4, ""gamma_exposure"": 158510.82325000002, ""theta_pressure"": 320.03035, ""index_return_1m"": -0.0009500997499404565, ""index_return_5m"": -0.0009648320812987505, ""liquidity_score"": 4030.0, ""tick_volatility"": 0.0031800669427467423, ""atm_ce_oi_change"": 1930110.0, ""atm_option_close"": 155.25, ""atm_pe_oi_change"": 7140250.0, ""index_return_15m"": -0.0022196927776877745, ""index_trend_ma_9"": -23.58333333333212, ""index_trend_ma_21"": -39.90476190476329, ""index_trend_ma_50"": -55.02700000000186, ""ce_oi_concentration"": 0.29686618607267334, ""orderbook_imbalance"": 0.22580645161290322, ""pe_oi_concentration"": 0.26580643469473036, ""atm_option_range_15m"": 17.349999999999994, ""atm_option_return_1m"": -0.030898876404494312, ""atm_option_return_5m"": null, ""index_volatility_15m"": 0.00041485485487545285, ""selected_security_id"": 51366, ""distance_from_max_pain"": -38.20000000000073, ""index_distance_from_vwap"": -56.09040485423611, ""atm_option_volatility_15m"": null, ""recent_low_breakdown_flag"": 1, ""ce_iv_slope_across_strikes"": -0.0005089160135006921, ""pe_iv_slope_across_strikes"": -0.0008128882261001181}",0
2026-05-15 08:18:00+00,NIFTY,2026-05-19,23700,PE,"{""pcr_oi"": 1.2001947285300296, ""bs_ce_iv"": 0.14203494927874963, ""bs_pe_iv"": 0.17002737048834818, ""atm_ce_iv"": 13.510399243198718, ""atm_ce_oi"": 5908370.0, ""atm_pe_iv"": 17.81007156876154, ""atm_pe_oi"": 11906115.0, ""atm_ce_ltp"": 161.2, ""atm_pe_ltp"": 159.9, ""bs_ce_vega"": 10.226251238833347, ""bs_pe_vega"": 10.23650318476532, ""delta_skew"": -0.5236636585365854, ""spread_pct"": 0.002802409686525138, ""atm_ce_vega"": 10.18086, ""atm_pe_vega"": 10.20474, ""bs_ce_delta"": 0.5357243387590825, ""bs_ce_gamma"": 0.0010869676031654502, ""bs_ce_theta"": -19.122830511748017, ""bs_pe_delta"": -0.4690359657521269, ""bs_pe_gamma"": 0.0009089252115394543, ""bs_pe_theta"": -18.229156298690388, ""index_close"": 23711.8, ""iv_skew_otm"": -1.6592358659578537, ""time_of_day"": -57, ""atm_ce_delta"": 0.55221, ""atm_ce_gamma"": 0.00114, ""atm_ce_theta"": -19.53751, ""atm_pe_delta"": -0.45474, ""atm_pe_theta"": -18.13432, ""index_rsi_14"": 26.013513513513374, ""is_expiry_day"": 0, ""bid_ask_spread"": 0.4499969482421875, ""days_to_expiry"": 4, ""gamma_exposure"": 158510.82325000002, ""theta_pressure"": 320.03035, ""index_return_1m"": -0.0009500997499404565, ""index_return_5m"": -0.0009648320812987505, ""liquidity_score"": 2470.0, ""tick_volatility"": 0.003762672898253701, ""atm_ce_oi_change"": 1930110.0, ""atm_option_close"": 167.0, ""atm_pe_oi_change"": 7140250.0, ""index_return_15m"": -0.0022196927776877745, ""index_trend_ma_9"": -23.58333333333212, ""index_trend_ma_21"": -39.90476190476329, ""index_trend_ma_50"": -55.02700000000186, ""ce_oi_concentration"": 0.29686618607267334, ""orderbook_imbalance"": -0.5263157894736842, ""pe_oi_concentration"": 0.26580643469473036, ""atm_option_range_15m"": 20.599999999999994, ""atm_option_return_1m"": 0.0414717804801996, ""atm_option_return_5m"": null, ""index_volatility_15m"": 0.00041485485487545285, ""selected_security_id"": 51367, ""distance_from_max_pain"": -38.20000000000073, ""index_distance_from_vwap"": -56.09040485423611, ""atm_option_volatility_15m"": null, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0005089160135006921, ""pe_iv_slope_across_strikes"": -0.0008128882261001181}",0
2026-05-15 08:18:00+00,BANKNIFTY,2026-05-26,54100,CE,"{""pcr_oi"": 0.8108994569086508, ""bs_ce_iv"": 0.21526804545267264, ""bs_pe_iv"": 0.21553392813289138, ""atm_ce_iv"": 20.607102811393467, ""atm_ce_oi"": 143940.0, ""atm_pe_iv"": 22.634925352538886, ""atm_pe_oi"": 119310.0, ""atm_ce_ltp"": 853.55, ""atm_pe_ltp"": 781.2, ""bs_ce_vega"": 37.89344530711656, ""bs_pe_vega"": 37.89348854174561, ""delta_skew"": -0.49710576271186446, ""spread_pct"": 0.002642938910213564, ""atm_ce_vega"": 37.80311, ""atm_pe_vega"": 37.80319, ""bs_ce_delta"": 0.521845310221942, ""bs_ce_gamma"": 0.0001945238956914781, ""bs_ce_theta"": -40.96631185445492, ""bs_pe_delta"": -0.47816298719976025, ""bs_pe_gamma"": 0.000194284152658637, ""bs_pe_theta"": -31.395795559374648, ""index_close"": 54064.6, ""iv_skew_otm"": -4.635625124698205, ""time_of_day"": -57, ""atm_ce_delta"": 0.53588, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -42.17451, ""atm_pe_delta"": -0.46272, ""atm_pe_theta"": -30.79025, ""index_rsi_14"": 26.072086293080474, ""is_expiry_day"": 0, ""bid_ask_spread"": 2.25, ""days_to_expiry"": 11, ""gamma_exposure"": 2996.1984, ""theta_pressure"": 363.52431, ""index_return_1m"": -0.0011805241231514167, ""index_return_5m"": -0.001003346335568589, ""liquidity_score"": 90.0, ""tick_volatility"": 0.0017753264861097937, ""atm_ce_oi_change"": 74370.0, ""atm_option_close"": 881.1, ""atm_pe_oi_change"": 29460.0, ""index_return_15m"": -0.003272365929785167, ""index_trend_ma_9"": -58.71111111110804, ""index_trend_ma_21"": -120.12857142858411, ""index_trend_ma_50"": -160.03200000000652, ""ce_oi_concentration"": 0.3582165449626752, ""orderbook_imbalance"": 0.3333333333333333, ""pe_oi_concentration"": 0.2895598825238558, ""atm_option_range_15m"": 56.299999999999955, ""atm_option_return_1m"": -0.0007938308006349874, ""atm_option_return_5m"": null, ""index_volatility_15m"": 0.0005504969094702636, ""selected_security_id"": 67202, ""distance_from_max_pain"": -1435.4000000000015, ""index_distance_from_vwap"": -59.172238526589354, ""atm_option_volatility_15m"": 0.019860476726517223, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.000783531415232962, ""pe_iv_slope_across_strikes"": -0.0001456732736742931}",0
2026-05-15 08:18:00+00,BANKNIFTY,2026-05-26,54100,PE,"{""pcr_oi"": 0.8108994569086508, ""bs_ce_iv"": 0.21526804545267264, ""bs_pe_iv"": 0.21553392813289138, ""atm_ce_iv"": 20.607102811393467, ""atm_ce_oi"": 143940.0, ""atm_pe_iv"": 22.634925352538886, ""atm_pe_oi"": 119310.0, ""atm_ce_ltp"": 853.55, ""atm_pe_ltp"": 781.2, ""bs_ce_vega"": 37.89344530711656, ""bs_pe_vega"": 37.89348854174561, ""delta_skew"": -0.49710576271186446, ""spread_pct"": 0.0032503588959018085, ""atm_ce_vega"": 37.80311, ""atm_pe_vega"": 37.80319, ""bs_ce_delta"": 0.521845310221942, ""bs_ce_gamma"": 0.0001945238956914781, ""bs_ce_theta"": -40.96631185445492, ""bs_pe_delta"": -0.47816298719976025, ""bs_pe_gamma"": 0.000194284152658637, ""bs_pe_theta"": -31.395795559374648, ""index_close"": 54064.6, ""iv_skew_otm"": -4.635625124698205, ""time_of_day"": -57, ""atm_ce_delta"": 0.53588, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -42.17451, ""atm_pe_delta"": -0.46272, ""atm_pe_theta"": -30.79025, ""index_rsi_14"": 26.072086293080474, ""is_expiry_day"": 0, ""bid_ask_spread"": 2.54998779296875, ""days_to_expiry"": 11, ""gamma_exposure"": 2996.1984, ""theta_pressure"": 363.52431, ""index_return_1m"": -0.0011805241231514167, ""index_return_5m"": -0.001003346335568589, ""liquidity_score"": 240.0, ""tick_volatility"": 0.0020859257980062685, ""atm_ce_oi_change"": 74370.0, ""atm_option_close"": 744.0, ""atm_pe_oi_change"": 29460.0, ""index_return_15m"": -0.003272365929785167, ""index_trend_ma_9"": -58.71111111110804, ""index_trend_ma_21"": -120.12857142858411, ""index_trend_ma_50"": -160.03200000000652, ""ce_oi_concentration"": 0.3582165449626752, ""orderbook_imbalance"": -0.5, ""pe_oi_concentration"": 0.2895598825238558, ""atm_option_range_15m"": 41.0, ""atm_option_return_1m"": 0.007311129163281854, ""atm_option_return_5m"": null, ""index_volatility_15m"": 0.0005504969094702636, ""selected_security_id"": 67203, ""distance_from_max_pain"": -1435.4000000000015, ""index_distance_from_vwap"": -59.172238526589354, ""atm_option_volatility_15m"": 0.017775443176991687, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.000783531415232962, ""pe_iv_slope_across_strikes"": -0.0001456732736742931}",0
