time,symbol,expiry,strike,option_type,features,label
2026-05-18 08:08:00+00,NIFTY,2026-05-19,23600,PE,"{""pcr_oi"": 1.4777868029590013, ""bs_ce_iv"": 0.20415043853266057, ""bs_pe_iv"": 0.24449475821570574, ""atm_ce_iv"": 19.94765750301167, ""atm_ce_oi"": 8279375.0, ""atm_pe_iv"": 24.86872355200041, ""atm_pe_oi"": 11230375.0, ""atm_ce_ltp"": 124.7, ""atm_pe_ltp"": 128.55, ""bs_ce_vega"": 5.622651239288403, ""bs_pe_vega"": 5.626241654626142, ""delta_skew"": -0.51525848, ""atm_ce_vega"": 5.6146, ""atm_pe_vega"": 5.62169, ""bs_ce_delta"": 0.5284814287861557, ""bs_ce_gamma"": 0.0013794671334884736, ""bs_ce_theta"": -46.11425525195318, ""bs_pe_delta"": -0.4753301798214782, ""bs_pe_gamma"": 0.0011525754317715541, ""bs_pe_theta"": -50.604343023760094, ""index_close"": 23613.35, ""iv_skew_otm"": 1.6187121467839845, ""time_of_day"": -67, ""atm_ce_delta"": 0.53603, ""atm_ce_gamma"": 0.00141, ""atm_ce_theta"": -46.27964, ""atm_pe_delta"": -0.47003, ""atm_pe_theta"": -50.40688, ""index_rsi_14"": 42.50148192056806, ""is_expiry_day"": 0, ""days_to_expiry"": 1, ""gamma_exposure"": 237989.0981, ""theta_pressure"": 808.6135300000001, ""index_return_1m"": -0.00005505057242020992, ""index_return_5m"": -0.0005079289830626848, ""atm_ce_oi_change"": 5579080.0, ""atm_option_close"": 127.75, ""atm_pe_oi_change"": 6409975.0, ""index_return_15m"": 0.000288055645572914, ""index_trend_ma_9"": -8.372222222224082, ""index_trend_ma_21"": -5.633333333331393, ""index_trend_ma_50"": -2.9770000000025902, ""ce_oi_concentration"": 0.28473236950204955, ""pe_oi_concentration"": 0.3120344978163794, ""atm_option_range_15m"": 21.5, ""atm_option_return_1m"": -0.011222910216718179, ""atm_option_return_5m"": 0.07172818791946306, ""index_volatility_15m"": 0.00038559415653759686, ""selected_security_id"": 51359, ""distance_from_max_pain"": 13.349999999998545, ""index_distance_from_vwap"": 140.92902249973122, ""atm_option_volatility_15m"": 0.03376072112290998, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": 0.0005645960631057672, ""pe_iv_slope_across_strikes"": -0.0016913285123288436}",0
2026-05-18 08:08:00+00,BANKNIFTY,2026-05-26,53500,CE,"{""pcr_oi"": 0.7828680617802097, ""bs_ce_iv"": 0.25356690071058074, ""bs_pe_iv"": 0.2380104893934311, ""atm_ce_iv"": 24.384955744565552, ""atm_ce_oi"": 299490.0, ""atm_pe_iv"": 24.725131401958503, ""atm_pe_oi"": 530010.0, ""atm_ce_ltp"": 838.9, ""atm_pe_ltp"": 742.6, ""bs_ce_vega"": 32.150884717798256, ""bs_pe_vega"": 32.150471866038835, ""delta_skew"": -0.49283983471074383, ""atm_ce_vega"": 32.10458, ""atm_pe_vega"": 32.10573, ""bs_ce_delta"": 0.5166575632454743, ""bs_ce_gamma"": 0.0001948843844292204, ""bs_ce_theta"": -53.83977967808638, ""bs_pe_delta"": -0.48322033690940414, ""bs_pe_gamma"": 0.0002076193991503682, ""bs_pe_theta"": -41.32549655334862, ""index_close"": 53467.2, ""iv_skew_otm"": -4.8676859681541735, ""time_of_day"": -67, ""atm_ce_delta"": 0.52907, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -54.64408, ""atm_pe_delta"": -0.47112, ""atm_pe_theta"": -40.67307, ""index_rsi_14"": 43.900670654341155, ""is_expiry_day"": 0, ""days_to_expiry"": 8, ""gamma_exposure"": 2945.4081000000006, ""theta_pressure"": 475.96736999999996, ""index_return_1m"": -0.0005355555617865957, ""index_return_5m"": -0.0012086251375348972, ""atm_ce_oi_change"": 135390.0, ""atm_option_close"": 837.85, ""atm_pe_oi_change"": 45450.0, ""index_return_15m"": 0.0005061737289284486, ""index_trend_ma_9"": -49.138888888890506, ""index_trend_ma_21"": -23.769047619054618, ""index_trend_ma_50"": 19.590999999985797, ""ce_oi_concentration"": 0.3422148587034958, ""pe_oi_concentration"": 0.27416758118550577, ""atm_option_range_15m"": 78.95000000000005, ""atm_option_return_1m"": 0.005822328931572657, ""atm_option_return_5m"": -0.03601219582350567, ""index_volatility_15m"": 0.0005425919806913205, ""selected_security_id"": 67184, ""distance_from_max_pain"": -1532.800000000003, ""index_distance_from_vwap"": 329.7376806746179, ""atm_option_volatility_15m"": 0.02496540615834815, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0005613382250421828, ""pe_iv_slope_across_strikes"": -0.0002209915279310684}",0
2026-05-18 08:08:00+00,BANKNIFTY,2026-05-26,53500,PE,"{""pcr_oi"": 0.7828680617802097, ""bs_ce_iv"": 0.25356690071058074, ""bs_pe_iv"": 0.2380104893934311, ""atm_ce_iv"": 24.384955744565552, ""atm_ce_oi"": 299490.0, ""atm_pe_iv"": 24.725131401958503, ""atm_pe_oi"": 530010.0, ""atm_ce_ltp"": 838.9, ""atm_pe_ltp"": 742.6, ""bs_ce_vega"": 32.150884717798256, ""bs_pe_vega"": 32.150471866038835, ""delta_skew"": -0.49283983471074383, ""atm_ce_vega"": 32.10458, ""atm_pe_vega"": 32.10573, ""bs_ce_delta"": 0.5166575632454743, ""bs_ce_gamma"": 0.0001948843844292204, ""bs_ce_theta"": -53.83977967808638, ""bs_pe_delta"": -0.48322033690940414, ""bs_pe_gamma"": 0.0002076193991503682, ""bs_pe_theta"": -41.32549655334862, ""index_close"": 53467.2, ""iv_skew_otm"": -4.8676859681541735, ""time_of_day"": -67, ""atm_ce_delta"": 0.52907, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -54.64408, ""atm_pe_delta"": -0.47112, ""atm_pe_theta"": -40.67307, ""index_rsi_14"": 43.900670654341155, ""is_expiry_day"": 0, ""days_to_expiry"": 8, ""gamma_exposure"": 2945.4081000000006, ""theta_pressure"": 475.96736999999996, ""index_return_1m"": -0.0005355555617865957, ""index_return_5m"": -0.0012086251375348972, ""atm_ce_oi_change"": 135390.0, ""atm_option_close"": 745.9, ""atm_pe_oi_change"": 45450.0, ""index_return_15m"": 0.0005061737289284486, ""index_trend_ma_9"": -49.138888888890506, ""index_trend_ma_21"": -23.769047619054618, ""index_trend_ma_50"": 19.590999999985797, ""ce_oi_concentration"": 0.3422148587034958, ""pe_oi_concentration"": 0.27416758118550577, ""atm_option_range_15m"": 54.10000000000002, ""atm_option_return_1m"": 0.0018804566823371084, ""atm_option_return_5m"": 0.035253296321998584, ""index_volatility_15m"": 0.0005425919806913205, ""selected_security_id"": 67187, ""distance_from_max_pain"": -1532.800000000003, ""index_distance_from_vwap"": 329.7376806746179, ""atm_option_volatility_15m"": 0.02315704846552816, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0005613382250421828, ""pe_iv_slope_across_strikes"": -0.0002209915279310684}",0
2026-05-18 08:07:00+00,NIFTY,2026-05-19,23600,CE,"{""pcr_oi"": 1.4775206020335756, ""bs_ce_iv"": 0.19975684134102675, ""bs_pe_iv"": 0.24508448138241323, ""atm_ce_iv"": 19.70204630049666, ""atm_ce_oi"": 8433295.0, ""atm_pe_iv"": 24.755483379328197, ""atm_pe_oi"": 11208340.0, ""atm_ce_ltp"": 122.95, ""atm_pe_ltp"": 128.3, ""bs_ce_vega"": 5.621984079244096, ""bs_pe_vega"": 5.626743069952727, ""delta_skew"": -0.51466368, ""atm_ce_vega"": 5.61673, ""atm_pe_vega"": 5.62374, ""bs_ce_delta"": 0.5308304312861498, ""bs_ce_gamma"": 0.001408737123869996, ""bs_ce_theta"": -45.15155996026148, ""bs_pe_delta"": -0.4738829152622791, ""bs_pe_gamma"": 0.0011491673599368375, ""bs_pe_theta"": -50.71398168563112, ""index_close"": 23614.65, ""iv_skew_otm"": 1.794144455213143, ""time_of_day"": -68, ""atm_ce_delta"": 0.53535, ""atm_ce_gamma"": 0.00143, ""atm_ce_theta"": -45.74229, ""atm_pe_delta"": -0.47077, ""atm_pe_theta"": -50.15067, ""index_rsi_14"": 53.95121951219633, ""is_expiry_day"": 0, ""days_to_expiry"": 1, ""gamma_exposure"": 239782.30250000002, ""theta_pressure"": 801.7664199999999, ""index_return_1m"": -0.0004529033432307708, ""index_return_5m"": -0.0005121313765117312, ""atm_ce_oi_change"": 5733000.0, ""atm_option_close"": 124.65, ""atm_pe_oi_change"": 6387940.0, ""index_return_15m"": 0.0005932040007372678, ""index_trend_ma_9"": -6.877777777775918, ""index_trend_ma_21"": -4.592857142855792, ""index_trend_ma_50"": -1.0789999999979045, ""ce_oi_concentration"": 0.2855995449341272, ""pe_oi_concentration"": 0.31214678965758624, ""atm_option_range_15m"": 25.0, ""atm_option_return_1m"": 0.022559474979491387, ""atm_option_return_5m"": -0.03930635838150285, ""index_volatility_15m"": 0.0003894195135576543, ""selected_security_id"": 51358, ""distance_from_max_pain"": 14.650000000001455, ""index_distance_from_vwap"": 142.31641957659667, ""atm_option_volatility_15m"": 0.041797212774669176, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": 0.0005603817269482247, ""pe_iv_slope_across_strikes"": -0.0016944582288494212}",0
2026-05-18 08:07:00+00,NIFTY,2026-05-19,23600,PE,"{""pcr_oi"": 1.4775206020335756, ""bs_ce_iv"": 0.19975684134102675, ""bs_pe_iv"": 0.24508448138241323, ""atm_ce_iv"": 19.70204630049666, ""atm_ce_oi"": 8433295.0, ""atm_pe_iv"": 24.755483379328197, ""atm_pe_oi"": 11208340.0, ""atm_ce_ltp"": 122.95, ""atm_pe_ltp"": 128.3, ""bs_ce_vega"": 5.621984079244096, ""bs_pe_vega"": 5.626743069952727, ""delta_skew"": -0.51466368, ""atm_ce_vega"": 5.61673, ""atm_pe_vega"": 5.62374, ""bs_ce_delta"": 0.5308304312861498, ""bs_ce_gamma"": 0.001408737123869996, ""bs_ce_theta"": -45.15155996026148, ""bs_pe_delta"": -0.4738829152622791, ""bs_pe_gamma"": 0.0011491673599368375, ""bs_pe_theta"": -50.71398168563112, ""index_close"": 23614.65, ""iv_skew_otm"": 1.794144455213143, ""time_of_day"": -68, ""atm_ce_delta"": 0.53535, ""atm_ce_gamma"": 0.00143, ""atm_ce_theta"": -45.74229, ""atm_pe_delta"": -0.47077, ""atm_pe_theta"": -50.15067, ""index_rsi_14"": 53.95121951219633, ""is_expiry_day"": 0, ""days_to_expiry"": 1, ""gamma_exposure"": 239782.30250000002, ""theta_pressure"": 801.7664199999999, ""index_return_1m"": -0.0004529033432307708, ""index_return_5m"": -0.0005121313765117312, ""atm_ce_oi_change"": 5733000.0, ""atm_option_close"": 129.2, ""atm_pe_oi_change"": 6387940.0, ""index_return_15m"": 0.0005932040007372678, ""index_trend_ma_9"": -6.877777777775918, ""index_trend_ma_21"": -4.592857142855792, ""index_trend_ma_50"": -1.0789999999979045, ""ce_oi_concentration"": 0.2855995449341272, ""pe_oi_concentration"": 0.31214678965758624, ""atm_option_range_15m"": 21.5, ""atm_option_return_1m"": -0.017116774438950173, ""atm_option_return_5m"": 0.03567134268537065, ""index_volatility_15m"": 0.0003894195135576543, ""selected_security_id"": 51359, ""distance_from_max_pain"": 14.650000000001455, ""index_distance_from_vwap"": 142.31641957659667, ""atm_option_volatility_15m"": 0.03363356686097193, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": 0.0005603817269482247, ""pe_iv_slope_across_strikes"": -0.0016944582288494212}",0
2026-05-18 08:07:00+00,BANKNIFTY,2026-05-26,53500,CE,"{""pcr_oi"": 0.7826387260095597, ""bs_ce_iv"": 0.25566048953378756, ""bs_pe_iv"": 0.2386576619919964, ""atm_ce_iv"": 24.977362041309707, ""atm_ce_oi"": 298920.0, ""atm_pe_iv"": 24.43323443579024, ""atm_pe_oi"": 527730.0, ""atm_ce_ltp"": 860.55, ""atm_pe_ltp"": 730.95, ""bs_ce_vega"": 32.14774432666243, ""bs_pe_vega"": 32.14537985195832, ""delta_skew"": -0.49295694214876035, ""atm_ce_vega"": 32.10505, ""atm_pe_vega"": 32.10305, ""bs_ce_delta"": 0.5221820600548933, ""bs_ce_gamma"": 0.0001930465117008893, ""bs_ce_theta"": -54.287369765135246, ""bs_pe_delta"": -0.4772974225330613, ""bs_pe_gamma"": 0.00020678462717802577, ""bs_pe_theta"": -41.495594778986195, ""index_close"": 53495.85, ""iv_skew_otm"": -5.001533463692564, ""time_of_day"": -68, ""atm_ce_delta"": 0.52971, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -55.7897, ""atm_pe_delta"": -0.46996, ""atm_pe_theta"": -40.12081, ""index_rsi_14"": 59.04514452744325, ""is_expiry_day"": 0, ""days_to_expiry"": 8, ""gamma_exposure"": 2926.7193, ""theta_pressure"": 478.35264, ""index_return_1m"": -0.0008983274487593565, ""index_return_5m"": -0.00048204791892632066, ""atm_ce_oi_change"": 134820.0, ""atm_option_close"": 833.0, ""atm_pe_oi_change"": 43170.0, ""index_return_15m"": 0.001376765882412319, ""index_trend_ma_9"": -20.933333333334303, ""index_trend_ma_21"": 4.452380952374369, ""index_trend_ma_50"": 52.26599999998871, ""ce_oi_concentration"": 0.3420201709761167, ""pe_oi_concentration"": 0.274171780282284, ""atm_option_range_15m"": 101.5, ""atm_option_return_1m"": -0.05448354143019296, ""atm_option_return_5m"": -0.061936936936936936, ""index_volatility_15m"": 0.0005235295341888401, ""selected_security_id"": 67184, ""distance_from_max_pain"": -1504.1500000000015, ""index_distance_from_vwap"": 358.49186133017065, ""atm_option_volatility_15m"": 0.02556351843342899, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0005614822914404375, ""pe_iv_slope_across_strikes"": -0.00022177009900403195}",0
2026-05-18 08:07:00+00,BANKNIFTY,2026-05-26,53500,PE,"{""pcr_oi"": 0.7826387260095597, ""bs_ce_iv"": 0.25566048953378756, ""bs_pe_iv"": 0.2386576619919964, ""atm_ce_iv"": 24.977362041309707, ""atm_ce_oi"": 298920.0, ""atm_pe_iv"": 24.43323443579024, ""atm_pe_oi"": 527730.0, ""atm_ce_ltp"": 860.55, ""atm_pe_ltp"": 730.95, ""bs_ce_vega"": 32.14774432666243, ""bs_pe_vega"": 32.14537985195832, ""delta_skew"": -0.49295694214876035, ""atm_ce_vega"": 32.10505, ""atm_pe_vega"": 32.10305, ""bs_ce_delta"": 0.5221820600548933, ""bs_ce_gamma"": 0.0001930465117008893, ""bs_ce_theta"": -54.287369765135246, ""bs_pe_delta"": -0.4772974225330613, ""bs_pe_gamma"": 0.00020678462717802577, ""bs_pe_theta"": -41.495594778986195, ""index_close"": 53495.85, ""iv_skew_otm"": -5.001533463692564, ""time_of_day"": -68, ""atm_ce_delta"": 0.52971, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -55.7897, ""atm_pe_delta"": -0.46996, ""atm_pe_theta"": -40.12081, ""index_rsi_14"": 59.04514452744325, ""is_expiry_day"": 0, ""days_to_expiry"": 8, ""gamma_exposure"": 2926.7193, ""theta_pressure"": 478.35264, ""index_return_1m"": -0.0008983274487593565, ""index_return_5m"": -0.00048204791892632066, ""atm_ce_oi_change"": 134820.0, ""atm_option_close"": 744.5, ""atm_pe_oi_change"": 43170.0, ""index_return_15m"": 0.001376765882412319, ""index_trend_ma_9"": -20.933333333334303, ""index_trend_ma_21"": 4.452380952374369, ""index_trend_ma_50"": 52.26599999998871, ""ce_oi_concentration"": 0.3420201709761167, ""pe_oi_concentration"": 0.274171780282284, ""atm_option_range_15m"": 67.20000000000005, ""atm_option_return_1m"": 0.043740361699144886, ""atm_option_return_5m"": 0.05386085356359254, ""index_volatility_15m"": 0.0005235295341888401, ""selected_security_id"": 67187, ""distance_from_max_pain"": -1504.1500000000015, ""index_distance_from_vwap"": 358.49186133017065, ""atm_option_volatility_15m"": 0.02352683011290671, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.0005614822914404375, ""pe_iv_slope_across_strikes"": -0.00022177009900403195}",0
2026-05-18 08:06:00+00,NIFTY,2026-05-19,23650,CE,"{""pcr_oi"": 1.4785362914421363, ""bs_ce_iv"": 0.20569793490180927, ""bs_pe_iv"": 0.2405886670546696, ""atm_ce_iv"": 20.209452151501477, ""atm_ce_oi"": 6119360.0, ""atm_pe_iv"": 24.452692136710525, ""atm_pe_oi"": 4217525.0, ""atm_ce_ltp"": 106.8, ""atm_pe_ltp"": 145.6, ""bs_ce_vega"": 5.632869809141879, ""bs_pe_vega"": 5.6361077275827745, ""delta_skew"": -0.4636397580645161, ""atm_ce_vega"": 5.63732, ""atm_pe_vega"": 5.63969, ""bs_ce_delta"": 0.47623660878194596, ""bs_ce_gamma"": 0.0013687298473399256, ""bs_ce_theta"": -46.26499946704832, ""bs_pe_delta"": -0.5195484360814681, ""bs_pe_gamma"": 0.001170906118465414, ""bs_pe_theta"": -49.60922998038096, ""index_close"": 23625.35, ""iv_skew_otm"": 1.7300478795126075, ""time_of_day"": -69, ""atm_ce_delta"": 0.48167, ""atm_ce_gamma"": 0.00139, ""atm_ce_theta"": -46.62637, ""atm_pe_delta"": -0.51423, ""atm_pe_theta"": -49.33272, ""index_rsi_14"": 62.64073694984535, ""is_expiry_day"": 0, ""days_to_expiry"": 1, ""gamma_exposure"": 237678.909, ""theta_pressure"": 801.13782, ""index_return_1m"": 0.00005079547835571182, ""index_return_5m"": -0.0002602458582824389, ""atm_ce_oi_change"": 4737915.0, ""atm_option_close"": 105.75, ""atm_pe_oi_change"": 2045940.0, ""index_return_15m"": 0.0006734591445373703, ""index_trend_ma_9"": 4.138888888886868, ""index_trend_ma_21"": 5.549999999999272, ""index_trend_ma_50"": 10.27100000000064, ""ce_oi_concentration"": 0.2852106431444491, ""pe_oi_concentration"": 0.3121035797250101, ""atm_option_range_15m"": 22.200000000000003, ""atm_option_return_1m"": -0.012605042016806671, ""atm_option_return_5m"": -0.013986013986013986, ""index_volatility_15m"": 0.00038266867892019883, ""selected_security_id"": 51364, ""distance_from_max_pain"": 25.349999999998545, ""index_distance_from_vwap"": 153.1094853374052, ""atm_option_volatility_15m"": 0.06346378287203043, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": 0.0005537950017533573, ""pe_iv_slope_across_strikes"": -0.0017060824998722734}",0
2026-05-18 08:06:00+00,NIFTY,2026-05-19,23650,PE,"{""pcr_oi"": 1.4785362914421363, ""bs_ce_iv"": 0.20569793490180927, ""bs_pe_iv"": 0.2405886670546696, ""atm_ce_iv"": 20.209452151501477, ""atm_ce_oi"": 6119360.0, ""atm_pe_iv"": 24.452692136710525, ""atm_pe_oi"": 4217525.0, ""atm_ce_ltp"": 106.8, ""atm_pe_ltp"": 145.6, ""bs_ce_vega"": 5.632869809141879, ""bs_pe_vega"": 5.6361077275827745, ""delta_skew"": -0.4636397580645161, ""atm_ce_vega"": 5.63732, ""atm_pe_vega"": 5.63969, ""bs_ce_delta"": 0.47623660878194596, ""bs_ce_gamma"": 0.0013687298473399256, ""bs_ce_theta"": -46.26499946704832, ""bs_pe_delta"": -0.5195484360814681, ""bs_pe_gamma"": 0.001170906118465414, ""bs_pe_theta"": -49.60922998038096, ""index_close"": 23625.35, ""iv_skew_otm"": 1.7300478795126075, ""time_of_day"": -69, ""atm_ce_delta"": 0.48167, ""atm_ce_gamma"": 0.00139, ""atm_ce_theta"": -46.62637, ""atm_pe_delta"": -0.51423, ""atm_pe_theta"": -49.33272, ""index_rsi_14"": 62.64073694984535, ""is_expiry_day"": 0, ""days_to_expiry"": 1, ""gamma_exposure"": 237678.909, ""theta_pressure"": 801.13782, ""index_return_1m"": 0.00005079547835571182, ""index_return_5m"": -0.0002602458582824389, ""atm_ce_oi_change"": 4737915.0, ""atm_option_close"": 146.45, ""atm_pe_oi_change"": 2045940.0, ""index_return_15m"": 0.0006734591445373703, ""index_trend_ma_9"": 4.138888888886868, ""index_trend_ma_21"": 5.549999999999272, ""index_trend_ma_50"": 10.27100000000064, ""ce_oi_concentration"": 0.2852106431444491, ""pe_oi_concentration"": 0.3121035797250101, ""atm_option_range_15m"": 24.75, ""atm_option_return_1m"": 0.009999999999999922, ""atm_option_return_5m"": 0.008261617900172038, ""index_volatility_15m"": 0.00038266867892019883, ""selected_security_id"": 51365, ""distance_from_max_pain"": 25.349999999998545, ""index_distance_from_vwap"": 153.1094853374052, ""atm_option_volatility_15m"": 0.047640257308060235, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": 0.0005537950017533573, ""pe_iv_slope_across_strikes"": -0.0017060824998722734}",0
2026-05-18 08:06:00+00,BANKNIFTY,2026-05-26,53500,CE,"{""pcr_oi"": 0.7828204460250762, ""bs_ce_iv"": 0.2567723494637881, ""bs_pe_iv"": 0.23960415147891034, ""atm_ce_iv"": 24.98805814892682, ""atm_ce_oi"": 294000.0, ""atm_pe_iv"": 24.570300884241412, ""atm_pe_oi"": 527910.0, ""atm_ce_ltp"": 889.5, ""atm_pe_ltp"": 711.3, ""bs_ce_vega"": 32.1280256927958, ""bs_pe_vega"": 32.12039529620286, ""delta_skew"": -0.502580785123967, ""atm_ce_vega"": 32.06395, ""atm_pe_vega"": 32.06213, ""bs_ce_delta"": 0.5313878155794964, ""bs_ce_gamma"": 0.00019173169993340418, ""bs_ce_theta"": -54.55496898667684, ""bs_pe_delta"": -0.4674350104084617, ""bs_pe_gamma"": 0.00020542092577312173, ""bs_pe_theta"": -41.73226106611503, ""index_close"": 53543.95, ""iv_skew_otm"": -5.071183780096398, ""time_of_day"": -69, ""atm_ce_delta"": 0.54022, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -55.89848, ""atm_pe_delta"": -0.45967, ""atm_pe_theta"": -40.47067, ""index_rsi_14"": 71.90707725553581, ""is_expiry_day"": 0, ""days_to_expiry"": 8, ""gamma_exposure"": 2931.0921000000008, ""theta_pressure"": 479.82174999999995, ""index_return_1m"": -0.00007376573124257656, ""index_return_5m"": 0.000335351044352223, ""atm_ce_oi_change"": 129900.0, ""atm_option_close"": 881.0, ""atm_pe_oi_change"": 43350.0, ""index_return_15m"": 0.001989234182266541, ""index_trend_ma_9"": 29.91666666666424, ""index_trend_ma_21"": 53.038095238094684, ""index_trend_ma_50"": 105.03299999999581, ""ce_oi_concentration"": 0.342185014813029, ""pe_oi_concentration"": 0.27445784726298644, ""atm_option_range_15m"": 101.5, ""atm_option_return_1m"": -0.00916605747061798, ""atm_option_return_5m"": 0.010726782538863102, ""index_volatility_15m"": 0.0004610184314697533, ""selected_security_id"": 67184, ""distance_from_max_pain"": -1456.050000000003, ""index_distance_from_vwap"": 406.7128511478222, ""atm_option_volatility_15m"": 0.021602649954111434, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.000561509816042709, ""pe_iv_slope_across_strikes"": -0.00022193658536425094}",0
2026-05-18 08:06:00+00,BANKNIFTY,2026-05-26,53500,PE,"{""pcr_oi"": 0.7828204460250762, ""bs_ce_iv"": 0.2567723494637881, ""bs_pe_iv"": 0.23960415147891034, ""atm_ce_iv"": 24.98805814892682, ""atm_ce_oi"": 294000.0, ""atm_pe_iv"": 24.570300884241412, ""atm_pe_oi"": 527910.0, ""atm_ce_ltp"": 889.5, ""atm_pe_ltp"": 711.3, ""bs_ce_vega"": 32.1280256927958, ""bs_pe_vega"": 32.12039529620286, ""delta_skew"": -0.502580785123967, ""atm_ce_vega"": 32.06395, ""atm_pe_vega"": 32.06213, ""bs_ce_delta"": 0.5313878155794964, ""bs_ce_gamma"": 0.00019173169993340418, ""bs_ce_theta"": -54.55496898667684, ""bs_pe_delta"": -0.4674350104084617, ""bs_pe_gamma"": 0.00020542092577312173, ""bs_pe_theta"": -41.73226106611503, ""index_close"": 53543.95, ""iv_skew_otm"": -5.071183780096398, ""time_of_day"": -69, ""atm_ce_delta"": 0.54022, ""atm_ce_gamma"": 0.0002, ""atm_ce_theta"": -55.89848, ""atm_pe_delta"": -0.45967, ""atm_pe_theta"": -40.47067, ""index_rsi_14"": 71.90707725553581, ""is_expiry_day"": 0, ""days_to_expiry"": 8, ""gamma_exposure"": 2931.0921000000008, ""theta_pressure"": 479.82174999999995, ""index_return_1m"": -0.00007376573124257656, ""index_return_5m"": 0.000335351044352223, ""atm_ce_oi_change"": 129900.0, ""atm_option_close"": 713.3, ""atm_pe_oi_change"": 43350.0, ""index_return_15m"": 0.001989234182266541, ""index_trend_ma_9"": 29.91666666666424, ""index_trend_ma_21"": 53.038095238094684, ""index_trend_ma_50"": 105.03299999999581, ""ce_oi_concentration"": 0.342185014813029, ""pe_oi_concentration"": 0.27445784726298644, ""atm_option_range_15m"": 67.20000000000005, ""atm_option_return_1m"": 0.0018258426966291496, ""atm_option_return_5m"": -0.006615138221572315, ""index_volatility_15m"": 0.0004610184314697533, ""selected_security_id"": 67187, ""distance_from_max_pain"": -1456.050000000003, ""index_distance_from_vwap"": 406.7128511478222, ""atm_option_volatility_15m"": 0.021263647077916593, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": -0.000561509816042709, ""pe_iv_slope_across_strikes"": -0.00022193658536425094}",0
2026-05-18 08:05:00+00,NIFTY,2026-05-19,23600,CE,"{""pcr_oi"": 1.4780494693062332, ""bs_ce_iv"": 0.20720886838479396, ""bs_pe_iv"": 0.24122240679109558, ""atm_ce_iv"": 20.726895290951656, ""atm_ce_oi"": 8308690.0, ""atm_pe_iv"": 24.121772517766047, ""atm_pe_oi"": 11204635.0, ""atm_ce_ltp"": 132.3, ""atm_pe_ltp"": 121.75, ""bs_ce_vega"": 5.611628388223424, ""bs_pe_vega"": 5.61912868967832, ""delta_skew"": -0.52110352, ""atm_ce_vega"": 5.61108, ""atm_pe_vega"": 5.61855, ""bs_ce_delta"": 0.5427693718921778, ""bs_ce_gamma"": 0.0013530448221398838, ""bs_ce_theta"": -46.67373861646042, ""bs_pe_delta"": -0.46249076250725296, ""bs_pe_gamma"": 0.0011638123223854581, ""bs_pe_theta"": -49.806129947840034, ""index_close"": 23624.15, ""iv_skew_otm"": 1.5943686742753336, ""time_of_day"": -70, ""atm_ce_delta"": 0.54271, ""atm_ce_gamma"": 0.00135, ""atm_ce_theta"": -47.89709, ""atm_pe_delta"": -0.46253, ""atm_pe_theta"": -48.73906, ""index_rsi_14"": 56.98005698005737, ""is_expiry_day"": 0, ""days_to_expiry"": 1, ""gamma_exposure"": 236666.00035000002, ""theta_pressure"": 806.96027, ""index_return_1m"": 0.0004213566413429516, ""index_return_5m"": 0.0001672297440326808, ""atm_ce_oi_change"": 5608395.0, ""atm_option_close"": 121.9, ""atm_pe_oi_change"": 6384235.0, ""index_return_15m"": 0.0007625131586472169, ""index_trend_ma_9"": 2.9944444444481633, ""index_trend_ma_21"": 4.726190476190823, ""index_trend_ma_50"": 10.0470000000023, ""ce_oi_concentration"": 0.2851945828620342, ""pe_oi_concentration"": 0.31196802381125915, ""atm_option_range_15m"": 25.0, ""atm_option_return_1m"": 0.02912621359223303, ""atm_option_return_5m"": -0.07860922146636436, ""index_volatility_15m"": 0.0003834549109255996, ""selected_security_id"": 51358, ""distance_from_max_pain"": 24.150000000001455, ""index_distance_from_vwap"": 151.97987571318663, ""atm_option_volatility_15m"": 0.042919421716592125, ""recent_low_breakdown_flag"": 0, ""ce_iv_slope_across_strikes"": 0.0005512961373151878, ""pe_iv_slope_across_strikes"": -0.0016987729035814166}",0
