time,symbol,expiry,strike,option_type,open,high,low,close,volume
2026-05-25 04:44:00+00,BANKNIFTY,2026-05-26,55000,CE,317.9,317.9,311,316.1,50400
2026-05-25 04:45:00+00,BANKNIFTY,2026-05-26,55000,CE,317.2,320.55,315.85,318.8,67110
2026-05-25 04:41:00+00,BANKNIFTY,2026-05-26,55000,PE,266,269.4,261.85,269.25,36660
2026-05-25 04:42:00+00,BANKNIFTY,2026-05-26,55000,PE,269.15,277.6,267.5,273.25,42090
2026-05-25 04:43:00+00,BANKNIFTY,2026-05-26,55000,PE,270.9,272.4,267.35,270.65,33990
2026-05-25 04:44:00+00,BANKNIFTY,2026-05-26,55000,PE,269.4,275.5,269.15,272,21990
2026-05-25 04:45:00+00,BANKNIFTY,2026-05-26,55000,PE,269.45,270.9,267,269.6,33960
2026-05-25 04:46:00+00,NIFTY,2026-05-26,23950,CE,114.9,115.15,113.3,114.15,626535
2026-05-25 04:47:00+00,NIFTY,2026-05-26,23950,CE,113.85,122.7,112.5,120.15,2328690
2026-05-25 04:48:00+00,NIFTY,2026-05-26,23950,CE,122.35,125.4,119.15,124.35,1891825
2026-05-25 04:49:00+00,NIFTY,2026-05-26,23950,CE,124.35,124.55,119.8,120.6,1142700
2026-05-25 04:50:00+00,NIFTY,2026-05-26,23950,CE,120.4,121.8,119.65,119.95,411840
2026-05-25 04:46:00+00,NIFTY,2026-05-26,23950,PE,90.2,91.85,89.6,90.7,745290
2026-05-25 04:47:00+00,NIFTY,2026-05-26,23950,PE,91.15,92.65,80.25,84.15,3042455
2026-05-25 04:48:00+00,NIFTY,2026-05-26,23950,PE,82.25,84.75,78.6,79.25,1786005
2026-05-25 04:49:00+00,NIFTY,2026-05-26,23950,PE,79.4,83.5,79.3,83.05,1481415
2026-05-25 04:50:00+00,NIFTY,2026-05-26,23950,PE,83.2,83.9,82.65,83.75,513240
2026-05-25 04:46:00+00,BANKNIFTY,2026-05-26,55000,CE,318.15,319,301.35,302.6,120000
2026-05-25 04:47:00+00,BANKNIFTY,2026-05-26,55000,CE,301.5,316.65,298.9,316.45,120630
2026-05-25 04:48:00+00,BANKNIFTY,2026-05-26,55000,CE,322,322.65,309.65,316.75,127200
2026-05-25 04:49:00+00,BANKNIFTY,2026-05-26,55000,CE,318,319.45,314.85,316.55,80070
2026-05-25 04:50:00+00,BANKNIFTY,2026-05-26,55000,CE,317.5,317.5,308.65,309.4,46440
2026-05-25 04:46:00+00,BANKNIFTY,2026-05-26,55000,PE,267.65,280,266.5,278.4,70710
2026-05-25 04:47:00+00,BANKNIFTY,2026-05-26,55000,PE,279.25,280.95,261.95,262,87390
2026-05-25 04:48:00+00,BANKNIFTY,2026-05-26,55000,PE,255.7,269.3,255.6,262.65,97740
2026-05-25 04:49:00+00,BANKNIFTY,2026-05-26,55000,PE,262.2,263.15,255.05,260.7,56250
2026-05-25 04:50:00+00,BANKNIFTY,2026-05-26,55000,PE,258.45,264.3,258.45,264.3,24210
2026-05-25 05:11:00+00,NIFTY,2026-05-26,24000,CE,98.9,100.15,94.35,94.5,2106195
2026-05-25 05:12:00+00,NIFTY,2026-05-26,24000,CE,93.5,97.3,93.5,97,1558700
2026-05-25 04:31:00+00,NIFTY,2026-05-26,23950,CE,107.95,109.85,106.5,107.85,539370
2026-05-25 04:32:00+00,NIFTY,2026-05-26,23950,CE,108.2,108.9,104.75,107.3,851825
2026-05-25 04:33:00+00,NIFTY,2026-05-26,23950,CE,107.8,110.7,106.55,110.7,589550
2026-05-25 04:34:00+00,NIFTY,2026-05-26,23950,CE,111.15,112.55,109.15,109.15,1099280
2026-05-25 04:35:00+00,NIFTY,2026-05-26,23950,CE,109.05,112,109.05,111.55,345020
2026-05-25 04:31:00+00,NIFTY,2026-05-26,23950,PE,103.95,106.4,101.25,104.15,616590
2026-05-25 04:32:00+00,NIFTY,2026-05-26,23950,PE,103.55,108.2,102.7,104.6,916305
2026-05-25 04:33:00+00,NIFTY,2026-05-26,23950,PE,104.3,105,99,99.1,808730
2026-05-25 04:34:00+00,NIFTY,2026-05-26,23950,PE,98.6,101.45,97.45,101.45,1055210
2026-05-25 04:35:00+00,NIFTY,2026-05-26,23950,PE,101.95,101.95,98.8,99.55,285480
2026-05-25 04:31:00+00,BANKNIFTY,2026-05-26,54900,CE,328.55,334.7,328.4,332,37320
2026-05-25 04:32:00+00,BANKNIFTY,2026-05-26,54900,CE,332.4,337,330.2,337,43230
2026-05-25 04:33:00+00,BANKNIFTY,2026-05-26,54900,CE,337.5,362.7,334,362.7,84540
2026-05-25 04:34:00+00,BANKNIFTY,2026-05-26,54900,CE,364.55,380,360.15,369.25,177810
2026-05-25 04:35:00+00,BANKNIFTY,2026-05-26,54900,CE,370.45,385,368.2,382.6,67020
2026-05-25 04:31:00+00,BANKNIFTY,2026-05-26,54900,PE,272.05,272.2,265.7,267.9,22710
2026-05-25 04:32:00+00,BANKNIFTY,2026-05-26,54900,PE,267.05,270.6,264.25,264.7,29550
2026-05-25 04:33:00+00,BANKNIFTY,2026-05-26,54900,PE,265.25,266.15,233.05,235,94770
2026-05-25 04:34:00+00,BANKNIFTY,2026-05-26,54900,PE,234.1,237.05,218,231.45,116730
2026-05-25 04:35:00+00,BANKNIFTY,2026-05-26,54900,PE,230.7,232.8,225.4,226.2,31650
2026-05-25 04:36:00+00,NIFTY,2026-05-26,23950,CE,112.1,116.6,110.75,115.45,1256710
2026-05-25 04:37:00+00,NIFTY,2026-05-26,23950,CE,115.4,115.4,110.15,110.75,1006330
2026-05-25 04:38:00+00,NIFTY,2026-05-26,23950,CE,111,113,107.6,111.7,891085
2026-05-25 04:39:00+00,NIFTY,2026-05-26,23950,CE,111.5,116,111.5,114.85,1099345
2026-05-25 04:40:00+00,NIFTY,2026-05-26,23950,CE,115,116.1,113.75,115.45,732875
2026-05-25 04:36:00+00,NIFTY,2026-05-26,23950,PE,98.4,100.15,93.2,94.5,1223950
2026-05-25 04:37:00+00,NIFTY,2026-05-26,23950,PE,94.25,99.55,94.25,98.6,954980
2026-05-25 04:38:00+00,NIFTY,2026-05-26,23950,PE,98.85,101.25,96.45,96.7,811525
2026-05-25 04:39:00+00,NIFTY,2026-05-26,23950,PE,97.15,97.15,92.8,93.45,927095
2026-05-25 04:40:00+00,NIFTY,2026-05-26,23950,PE,93.2,94.45,91.65,92.2,603655
2026-05-25 04:36:00+00,BANKNIFTY,2026-05-26,54900,CE,382.65,391.75,376.2,379.85,85440
2026-05-25 04:37:00+00,BANKNIFTY,2026-05-26,54900,CE,379,379.8,354.35,361.4,107970
2026-05-25 04:38:00+00,BANKNIFTY,2026-05-26,54900,CE,360.5,369.9,353.2,369.25,56070
2026-05-25 04:39:00+00,BANKNIFTY,2026-05-26,54900,CE,365.65,380,365.65,378.15,83310
2026-05-25 04:40:00+00,BANKNIFTY,2026-05-26,54900,CE,379.7,384.8,374.25,375.7,31050
2026-05-25 04:36:00+00,BANKNIFTY,2026-05-26,54900,PE,225.45,230.95,221.75,225.75,48180
2026-05-25 04:37:00+00,BANKNIFTY,2026-05-26,54900,PE,226.55,240,226.55,237.1,62700
2026-05-25 04:38:00+00,BANKNIFTY,2026-05-26,54900,PE,239.55,242.15,233.45,234.6,50310
2026-05-25 04:39:00+00,BANKNIFTY,2026-05-26,54900,PE,236,236.6,225.05,227.05,36930
2026-05-25 04:40:00+00,BANKNIFTY,2026-05-26,54900,PE,226.8,230.05,224.7,229.15,25410
2026-05-25 04:51:00+00,NIFTY,2026-05-26,23950,CE,118.75,122.55,118.35,120.4,684710
2026-05-25 04:52:00+00,NIFTY,2026-05-26,23950,CE,120.5,125.45,120.5,122,1240200
2026-05-25 04:53:00+00,NIFTY,2026-05-26,23950,CE,121.9,123,119.8,120.5,736580
2026-05-25 04:54:00+00,NIFTY,2026-05-26,23950,CE,121.3,121.5,116,116.6,878670
2026-05-25 04:55:00+00,NIFTY,2026-05-26,23950,CE,116.95,118.35,111.45,113.75,1144845
2026-05-25 04:51:00+00,NIFTY,2026-05-26,23950,PE,84.65,84.75,81.95,82.8,755365
2026-05-25 04:52:00+00,NIFTY,2026-05-26,23950,PE,82.95,82.95,79.3,81.65,1035515
2026-05-25 04:53:00+00,NIFTY,2026-05-26,23950,PE,81.9,82.9,80.65,82.25,689780
2026-05-25 04:54:00+00,NIFTY,2026-05-26,23950,PE,81.95,86.7,81.9,85.7,1254175
2026-05-25 04:55:00+00,NIFTY,2026-05-26,23950,PE,85.6,90.5,85.1,88.3,1479660
2026-05-25 04:51:00+00,BANKNIFTY,2026-05-26,55000,CE,308.1,312.95,299.05,303.7,98730
2026-05-25 04:52:00+00,BANKNIFTY,2026-05-26,55000,CE,302.3,311.3,302.05,305,61890
2026-05-25 04:53:00+00,BANKNIFTY,2026-05-26,55000,CE,304.05,311.5,298,301,96750
2026-05-25 04:54:00+00,BANKNIFTY,2026-05-26,55000,CE,301.2,307.25,296.6,296.6,68640
2026-05-25 04:55:00+00,BANKNIFTY,2026-05-26,55000,CE,297.6,299.1,291.45,295,61590
2026-05-25 04:51:00+00,BANKNIFTY,2026-05-26,55000,PE,263.55,267.05,260,265.35,50160
2026-05-25 04:52:00+00,BANKNIFTY,2026-05-26,55000,PE,266.95,268.3,261.2,268.15,24720
2026-05-25 04:53:00+00,BANKNIFTY,2026-05-26,55000,PE,268.2,273,261.5,271.45,79080
2026-05-25 04:54:00+00,BANKNIFTY,2026-05-26,55000,PE,271,276,267.7,275.15,64500
2026-05-25 04:55:00+00,BANKNIFTY,2026-05-26,55000,PE,274.25,278,273,275.1,47640
2026-05-25 04:56:00+00,NIFTY,2026-05-26,23950,CE,113.3,117,112.8,114.85,486980
2026-05-25 04:57:00+00,NIFTY,2026-05-26,23950,CE,114.85,115.25,111.35,111.7,666640
2026-05-25 04:58:00+00,NIFTY,2026-05-26,23950,CE,110.4,114,109.6,113.95,831220
2026-05-25 04:59:00+00,NIFTY,2026-05-26,23950,CE,114.3,114.3,110.3,111.85,483795
2026-05-25 05:00:00+00,NIFTY,2026-05-26,23950,CE,111.85,115.3,111.55,114.9,496145
2026-05-25 04:56:00+00,NIFTY,2026-05-26,23950,PE,89.2,89.5,85.75,87.65,906425
2026-05-25 04:57:00+00,NIFTY,2026-05-26,23950,PE,87.4,90.55,87.1,90.45,1011075
2026-05-25 04:58:00+00,NIFTY,2026-05-26,23950,PE,91.55,92.2,87.7,87.75,1421420
2026-05-25 04:59:00+00,NIFTY,2026-05-26,23950,PE,87.3,90.85,87,89.6,645580
2026-05-25 05:00:00+00,NIFTY,2026-05-26,23950,PE,89.15,89.5,86,86.4,574535
2026-05-25 04:56:00+00,BANKNIFTY,2026-05-26,54900,CE,354.9,364,352.15,361.85,23370
2026-05-25 04:57:00+00,BANKNIFTY,2026-05-26,54900,CE,360.7,363,351.45,351.45,17610
2026-05-25 04:58:00+00,BANKNIFTY,2026-05-26,54900,CE,350,350.85,344.05,347.75,26880
2026-05-25 04:59:00+00,BANKNIFTY,2026-05-26,54900,CE,351.15,355,350,352.35,13110
2026-05-25 05:00:00+00,BANKNIFTY,2026-05-26,54900,CE,352.8,366,352.15,362.75,22140
2026-05-25 04:56:00+00,BANKNIFTY,2026-05-26,54900,PE,229.9,231.1,221.5,226.05,33870
2026-05-25 04:57:00+00,BANKNIFTY,2026-05-26,54900,PE,226.85,233.8,225.7,233.1,22710
2026-05-25 04:58:00+00,BANKNIFTY,2026-05-26,54900,PE,234.05,236.6,233.25,233.75,36120
2026-05-25 04:59:00+00,BANKNIFTY,2026-05-26,54900,PE,231.15,233.35,228.25,228.9,36630
2026-05-25 05:00:00+00,BANKNIFTY,2026-05-26,54900,PE,228.95,229.65,221.05,223.8,46980
2026-05-25 05:01:00+00,NIFTY,2026-05-26,23950,CE,116,120.7,115.15,120.35,1179685
2026-05-25 05:02:00+00,NIFTY,2026-05-26,23950,CE,119.95,119.95,114.15,116.7,726115
2026-05-25 05:03:00+00,NIFTY,2026-05-26,23950,CE,117.25,120.5,116.05,120.5,465400
2026-05-25 05:04:00+00,NIFTY,2026-05-26,23950,CE,119.45,122,118.7,121.95,643370
2026-05-25 05:05:00+00,NIFTY,2026-05-26,23950,CE,122.2,122.55,120.75,121.9,476060
2026-05-25 05:01:00+00,NIFTY,2026-05-26,23950,PE,85.5,86.5,81.6,81.6,1251250
2026-05-25 05:02:00+00,NIFTY,2026-05-26,23950,PE,82.1,87,82.1,84.6,759395
2026-05-25 05:03:00+00,NIFTY,2026-05-26,23950,PE,84.15,85.4,81.3,81.3,584545
2026-05-25 05:04:00+00,NIFTY,2026-05-26,23950,PE,81.9,82.95,80,80,973830
2026-05-25 05:05:00+00,NIFTY,2026-05-26,23950,PE,80.15,80.7,79.45,79.85,535795
2026-05-25 05:01:00+00,BANKNIFTY,2026-05-26,55000,CE,309.25,342,308.3,336,252060
2026-05-25 05:02:00+00,BANKNIFTY,2026-05-26,55000,CE,338.15,338.2,324.1,336.95,278070
2026-05-25 05:03:00+00,BANKNIFTY,2026-05-26,55000,CE,336.45,338.8,324.55,332.9,164100
2026-05-25 05:04:00+00,BANKNIFTY,2026-05-26,55000,CE,331.55,338.85,330.1,338.7,107880
2026-05-25 05:05:00+00,BANKNIFTY,2026-05-26,55000,CE,338,339.95,334.25,339.95,82260
2026-05-25 05:01:00+00,BANKNIFTY,2026-05-26,55000,PE,262.7,263.45,233.35,237.3,201540
2026-05-25 05:02:00+00,BANKNIFTY,2026-05-26,55000,PE,234.3,246.6,232.35,237.6,145560
2026-05-25 05:03:00+00,BANKNIFTY,2026-05-26,55000,PE,236.6,242.5,236.1,236.85,114990
2026-05-25 05:04:00+00,BANKNIFTY,2026-05-26,55000,PE,238.65,239.7,234.65,236.1,68730
2026-05-25 05:05:00+00,BANKNIFTY,2026-05-26,55000,PE,234.8,237,233.35,233.35,41100
2026-05-25 05:13:00+00,NIFTY,2026-05-26,24000,CE,96.6,96.6,94.8,96.35,830505
2026-05-25 05:14:00+00,NIFTY,2026-05-26,24000,CE,96,98.6,95.55,98.5,984035
2026-05-25 05:15:00+00,NIFTY,2026-05-26,24000,CE,98.8,98.8,97,98.65,711620
2026-05-25 05:11:00+00,NIFTY,2026-05-26,24000,PE,98.55,103.35,98,103.35,1417325
2026-05-25 05:12:00+00,NIFTY,2026-05-26,24000,PE,103.2,103.75,100.05,100.5,1236365
2026-05-25 05:13:00+00,NIFTY,2026-05-26,24000,PE,100.8,102.7,100.55,100.85,690040
2026-05-25 05:14:00+00,NIFTY,2026-05-26,24000,PE,101,101.7,98.9,99.1,621140
2026-05-25 05:15:00+00,NIFTY,2026-05-26,24000,PE,98.6,100.5,98.6,99.25,674505
2026-05-25 05:11:00+00,BANKNIFTY,2026-05-26,55100,CE,296.5,297.8,290,290.8,35580
2026-05-25 05:12:00+00,BANKNIFTY,2026-05-26,55100,CE,289.6,297,289.6,295.15,33810
2026-05-25 05:13:00+00,BANKNIFTY,2026-05-26,55100,CE,295,295.85,289,291.2,26190
2026-05-25 05:14:00+00,BANKNIFTY,2026-05-26,55100,CE,291.5,291.5,285.9,288.3,26190
2026-05-25 05:15:00+00,BANKNIFTY,2026-05-26,55100,CE,289.6,291.5,286.05,290.35,28920
2026-05-25 05:11:00+00,BANKNIFTY,2026-05-26,55100,PE,275,281.4,274,281.4,24000
2026-05-25 05:12:00+00,BANKNIFTY,2026-05-26,55100,PE,282,282,276.8,278.9,16590
2026-05-25 05:13:00+00,BANKNIFTY,2026-05-26,55100,PE,278.05,283.45,278,280.95,13500
2026-05-25 05:14:00+00,BANKNIFTY,2026-05-26,55100,PE,281.95,284.4,281.75,283.3,15390
2026-05-25 05:15:00+00,BANKNIFTY,2026-05-26,55100,PE,281.15,284,280.35,280.6,14820
2026-05-25 05:16:00+00,NIFTY,2026-05-26,24000,CE,97.8,101.55,97.6,101.4,1916590
2026-05-25 05:17:00+00,NIFTY,2026-05-26,24000,CE,101.4,101.9,99.1,99.35,1531790
2026-05-25 05:18:00+00,NIFTY,2026-05-26,24000,CE,99.05,100.05,97.8,97.8,1033045
2026-05-25 05:19:00+00,NIFTY,2026-05-26,24000,CE,97.4,98,95,97.4,1523015
2026-05-25 05:20:00+00,NIFTY,2026-05-26,24000,CE,98,98.15,94.6,94.9,883285
2026-05-25 05:16:00+00,NIFTY,2026-05-26,24000,PE,99.45,99.85,96.2,96.75,1012570
2026-05-25 05:17:00+00,NIFTY,2026-05-26,24000,PE,96.9,98.4,96.25,98.1,727675
2026-05-25 05:18:00+00,NIFTY,2026-05-26,24000,PE,98.5,99.8,97.9,99.25,664105
2026-05-25 05:19:00+00,NIFTY,2026-05-26,24000,PE,100.05,102.75,99.45,100.3,1377155
2026-05-25 05:20:00+00,NIFTY,2026-05-26,24000,PE,99.5,103.35,99.5,103.1,862745
2026-05-25 05:16:00+00,BANKNIFTY,2026-05-26,55100,CE,291.2,297.1,288.4,296,36210
2026-05-25 05:17:00+00,BANKNIFTY,2026-05-26,55100,CE,297.75,300,290.15,292,42060
2026-05-25 05:18:00+00,BANKNIFTY,2026-05-26,55100,CE,292,294.8,288.9,290.6,23640
2026-05-25 05:19:00+00,BANKNIFTY,2026-05-26,55100,CE,288.9,291.5,278.1,286.75,51000
2026-05-25 05:20:00+00,BANKNIFTY,2026-05-26,55100,CE,288.5,291.3,284,286.25,25230
2026-05-25 05:16:00+00,BANKNIFTY,2026-05-26,55100,PE,281.3,283,277,277,18540
2026-05-25 05:17:00+00,BANKNIFTY,2026-05-26,55100,PE,275.85,279.55,273.1,278.75,28470
2026-05-25 05:18:00+00,BANKNIFTY,2026-05-26,55100,PE,279.95,281.15,277.3,280.2,20160
2026-05-25 05:19:00+00,BANKNIFTY,2026-05-26,55100,PE,281.7,286.45,280.1,284.3,25230
2026-05-25 05:20:00+00,BANKNIFTY,2026-05-26,55100,PE,281.85,284,280.25,283,10350
2026-05-25 05:21:00+00,NIFTY,2026-05-26,24000,CE,95.05,95.05,91.35,92.5,1864460
2026-05-25 05:22:00+00,NIFTY,2026-05-26,24000,CE,92.35,94.4,91.35,94.4,1158755
2026-05-25 05:23:00+00,NIFTY,2026-05-26,24000,CE,94.3,95.7,93.55,95.3,984425
2026-05-25 05:24:00+00,NIFTY,2026-05-26,24000,CE,95.35,96.65,95.2,96.55,1229085
2026-05-25 05:25:00+00,NIFTY,2026-05-26,24000,CE,97,98.5,92,92.25,1592565
2026-05-25 05:21:00+00,NIFTY,2026-05-26,24000,PE,102.25,105.85,102.2,104.8,1871675
2026-05-25 05:22:00+00,NIFTY,2026-05-26,24000,PE,104.9,105.65,102.5,102.65,1067300
2026-05-25 05:23:00+00,NIFTY,2026-05-26,24000,PE,102.45,103.75,101.05,101.55,773045
2026-05-25 05:24:00+00,NIFTY,2026-05-26,24000,PE,101.85,101.85,99.8,99.8,735020
2026-05-25 05:25:00+00,NIFTY,2026-05-26,24000,PE,99.6,104.75,98,104.65,1328405
2026-05-25 05:21:00+00,BANKNIFTY,2026-05-26,55100,CE,283.55,284.55,273.55,283.65,53040
2026-05-25 05:22:00+00,BANKNIFTY,2026-05-26,55100,CE,284.9,289.15,284.3,288,18630
2026-05-25 05:23:00+00,BANKNIFTY,2026-05-26,55100,CE,288.7,289.55,284.1,286.85,29490
2026-05-25 05:24:00+00,BANKNIFTY,2026-05-26,55100,CE,287,289.3,284.05,285.55,19650
2026-05-25 05:25:00+00,BANKNIFTY,2026-05-26,55100,CE,286,288.2,277.1,278.75,19170
2026-05-25 05:21:00+00,BANKNIFTY,2026-05-26,55100,PE,284.95,292.7,284.85,286.85,31500
2026-05-25 05:22:00+00,BANKNIFTY,2026-05-26,55100,PE,285.05,287.85,281.8,283.1,17910
2026-05-25 05:23:00+00,BANKNIFTY,2026-05-26,55100,PE,282.8,286,281,283.7,15090
2026-05-25 05:24:00+00,BANKNIFTY,2026-05-26,55100,PE,284.45,285.7,282.25,285,10770
2026-05-25 05:25:00+00,BANKNIFTY,2026-05-26,55100,PE,283.65,291.8,283.3,290,15270
2026-05-25 05:31:00+00,NIFTY,2026-05-26,24000,CE,89.15,90.5,89,89.75,612040
2026-05-25 05:32:00+00,NIFTY,2026-05-26,24000,CE,89.55,89.55,87.15,88.1,1094860
2026-05-25 05:33:00+00,NIFTY,2026-05-26,24000,CE,88,90.4,87.7,90.35,684060
2026-05-25 05:34:00+00,NIFTY,2026-05-26,24000,CE,91.3,92.65,90.35,92.2,1385930
2026-05-25 05:36:00+00,NIFTY,2026-05-26,24000,PE,104.1,106.05,103.15,103.4,991315
2026-05-25 05:37:00+00,NIFTY,2026-05-26,24000,PE,103.15,105.6,102.55,105.45,359255
2026-05-25 05:38:00+00,NIFTY,2026-05-26,24000,PE,105.55,106.8,104.2,104.7,453440
2026-05-25 05:39:00+00,NIFTY,2026-05-26,24000,PE,104.6,105.5,103.15,105.5,317720
2026-05-25 05:40:00+00,NIFTY,2026-05-26,24000,PE,104.95,106.65,103.85,105.55,410800
2026-05-25 05:36:00+00,BANKNIFTY,2026-05-26,55100,CE,285.75,289.1,277.05,287.6,41070
2026-05-25 05:37:00+00,BANKNIFTY,2026-05-26,55100,CE,288.4,292.7,287,287.45,26670
2026-05-25 05:38:00+00,BANKNIFTY,2026-05-26,55100,CE,286.1,292.8,284.5,291.55,19440
2026-05-25 05:39:00+00,BANKNIFTY,2026-05-26,55100,CE,292.4,293.05,282.9,284.2,26790
2026-05-25 05:40:00+00,BANKNIFTY,2026-05-26,55100,CE,282.95,285.7,279.2,280.8,31980
2026-05-25 05:36:00+00,BANKNIFTY,2026-05-26,55100,PE,282.8,289.8,282.8,283.1,28470
2026-05-25 05:37:00+00,BANKNIFTY,2026-05-26,55100,PE,283.1,285.3,279.4,283.9,10320
2026-05-25 05:38:00+00,BANKNIFTY,2026-05-26,55100,PE,284.75,287.45,280.25,280.65,12570
2026-05-25 05:39:00+00,BANKNIFTY,2026-05-26,55100,PE,280.5,286,279.5,286,12360
2026-05-25 05:40:00+00,BANKNIFTY,2026-05-26,55100,PE,286.35,290,285,289.95,16710
2026-05-25 05:41:00+00,NIFTY,2026-05-26,24000,CE,89.65,91.1,89.55,90.75,455845
2026-05-25 05:42:00+00,NIFTY,2026-05-26,24000,CE,91.15,93.95,91,93.75,1245855
2026-05-25 05:43:00+00,NIFTY,2026-05-26,24000,CE,95.55,96.3,93.8,94.95,2042755
2026-05-25 05:44:00+00,NIFTY,2026-05-26,24000,CE,94.95,95.4,93.5,94.6,731770
2026-05-25 05:45:00+00,NIFTY,2026-05-26,24000,CE,95,95,93.15,94,595595
2026-05-25 05:41:00+00,NIFTY,2026-05-26,24000,PE,104.9,105.05,103.35,103.4,309790
2026-05-25 05:42:00+00,NIFTY,2026-05-26,24000,PE,102.95,103.35,100.1,100.9,804830
2026-05-25 05:43:00+00,NIFTY,2026-05-26,24000,PE,98.4,100.6,97.25,99.8,1163175
2026-05-25 05:44:00+00,NIFTY,2026-05-26,24000,PE,99.5,100.95,99,99.4,450905
2026-05-25 05:45:00+00,NIFTY,2026-05-26,24000,PE,98.95,101,98.95,100.55,418990
2026-05-25 05:41:00+00,BANKNIFTY,2026-05-26,55100,CE,282.5,290,280.7,289.5,20220
2026-05-25 05:42:00+00,BANKNIFTY,2026-05-26,55100,CE,291.55,294.1,290.4,294,39090
2026-05-25 05:43:00+00,BANKNIFTY,2026-05-26,55100,CE,297,304,293.1,299.4,85860
2026-05-25 05:44:00+00,BANKNIFTY,2026-05-26,55100,CE,297.8,298.85,294.05,297.1,27600
2026-05-25 05:45:00+00,BANKNIFTY,2026-05-26,55100,CE,297.25,297.3,290.1,291.6,25590
2026-05-25 05:41:00+00,BANKNIFTY,2026-05-26,55100,PE,288.65,289.8,283.25,283.45,6360
2026-05-25 05:42:00+00,BANKNIFTY,2026-05-26,55100,PE,282.3,282.3,277.8,279.15,14550
2026-05-25 05:43:00+00,BANKNIFTY,2026-05-26,55100,PE,276.9,277.9,271.4,275,47370
2026-05-25 05:44:00+00,BANKNIFTY,2026-05-26,55100,PE,275.4,277.9,274.25,275.85,15450
2026-05-25 05:45:00+00,BANKNIFTY,2026-05-26,55100,PE,276.25,280.65,275.55,279.7,16950
2026-05-25 05:46:00+00,NIFTY,2026-05-26,24000,CE,93.15,94.7,92.05,92.1,760175
2026-05-25 05:47:00+00,NIFTY,2026-05-26,24000,CE,91.1,92.5,90.8,91.7,866320
2026-05-25 05:48:00+00,NIFTY,2026-05-26,24000,CE,90.7,91.65,88.55,91.65,1296490
2026-05-25 05:49:00+00,NIFTY,2026-05-26,24000,CE,91.4,92.45,90.45,90.8,649025
2026-05-25 05:50:00+00,NIFTY,2026-05-26,24000,CE,91.3,91.3,88.3,88.7,789100
2026-05-25 05:46:00+00,NIFTY,2026-05-26,24000,PE,100.95,102,99.35,101.55,413725
2026-05-25 05:47:00+00,NIFTY,2026-05-26,24000,PE,102.55,103,101.2,102.4,708760
2026-05-25 05:48:00+00,NIFTY,2026-05-26,24000,PE,103.15,105.55,102.75,102.75,969865
2026-05-25 05:49:00+00,NIFTY,2026-05-26,24000,PE,102.9,104.1,102.1,103.8,480090
2026-05-25 05:50:00+00,NIFTY,2026-05-26,24000,PE,103.05,106.55,103.05,106.55,756730
2026-05-25 05:46:00+00,BANKNIFTY,2026-05-26,55100,CE,291.3,300,289.5,293,22350
2026-05-25 05:47:00+00,BANKNIFTY,2026-05-26,55100,CE,291.5,293.1,287.4,292.1,20520
2026-05-25 05:48:00+00,BANKNIFTY,2026-05-26,55100,CE,290.4,296,287.2,296,21420
2026-05-25 05:49:00+00,BANKNIFTY,2026-05-26,55100,CE,294.9,298.35,292.95,294.15,20160
2026-05-25 05:50:00+00,BANKNIFTY,2026-05-26,55100,CE,295.95,296.2,292.05,294.2,14820
2026-05-25 05:46:00+00,BANKNIFTY,2026-05-26,55100,PE,279.4,280,272.7,276.4,21480
2026-05-25 05:47:00+00,BANKNIFTY,2026-05-26,55100,PE,277.25,281.45,277.25,280.05,17310
2026-05-25 05:48:00+00,BANKNIFTY,2026-05-26,55100,PE,281.45,282.4,276,276,16560
2026-05-25 05:49:00+00,BANKNIFTY,2026-05-26,55100,PE,275.5,278.5,273.9,278.5,13290
2026-05-25 05:50:00+00,BANKNIFTY,2026-05-26,55100,PE,276.95,281,276.95,278.45,9210
2026-05-25 05:51:00+00,NIFTY,2026-05-26,24000,CE,88.15,89.35,86.05,86.4,1534455
2026-05-25 05:52:00+00,NIFTY,2026-05-26,24000,CE,86.6,88.25,85.7,88.05,971620
2026-05-25 05:53:00+00,NIFTY,2026-05-26,24000,CE,88.15,88.75,86.55,86.55,615940
2026-05-25 05:54:00+00,NIFTY,2026-05-26,24000,CE,86.35,89.9,86.35,89.9,747500
2026-05-25 05:55:00+00,NIFTY,2026-05-26,24000,CE,90.65,90.65,87.3,87.35,949390
2026-05-25 05:51:00+00,NIFTY,2026-05-26,24000,PE,106.65,108.55,105,107.8,1130415
2026-05-25 05:52:00+00,NIFTY,2026-05-26,24000,PE,107.75,108.75,105.9,106.05,1051050
2026-05-25 05:53:00+00,NIFTY,2026-05-26,24000,PE,106,107.9,105.3,107.9,545220
2026-05-25 05:54:00+00,NIFTY,2026-05-26,24000,PE,107.9,108.2,102.55,102.7,876980
2026-05-25 05:55:00+00,NIFTY,2026-05-26,24000,PE,102.15,106.15,102.15,106.15,812175
2026-05-25 05:51:00+00,BANKNIFTY,2026-05-26,55100,CE,294,294.2,285,285.4,29760
2026-05-25 05:52:00+00,BANKNIFTY,2026-05-26,55100,CE,282.15,285.4,280.5,284.55,38670
2026-05-25 05:53:00+00,BANKNIFTY,2026-05-26,55100,CE,284.35,287.35,283.4,283.4,14910
2026-05-25 05:54:00+00,BANKNIFTY,2026-05-26,55100,CE,279.3,287.95,279.3,287.2,21390
