time,symbol,expiry,strike,option_type,open,high,low,close,volume
2026-05-25 05:55:00+00,BANKNIFTY,2026-05-26,55100,CE,287.75,290,284.1,285.1,16890
2026-05-25 05:51:00+00,BANKNIFTY,2026-05-26,55100,PE,278,284,278,283.75,15630
2026-05-25 05:52:00+00,BANKNIFTY,2026-05-26,55100,PE,283.45,286,282.55,283.15,25500
2026-05-25 05:53:00+00,BANKNIFTY,2026-05-26,55100,PE,283.05,285.3,283,285.3,14730
2026-05-25 05:54:00+00,BANKNIFTY,2026-05-26,55100,PE,287.7,287.75,279.75,280.15,20700
2026-05-25 05:55:00+00,BANKNIFTY,2026-05-26,55100,PE,279.35,281.7,276.5,281.2,17310
2026-05-25 05:56:00+00,NIFTY,2026-05-26,24000,CE,89,89,86.75,87.35,541450
2026-05-25 05:57:00+00,NIFTY,2026-05-26,24000,CE,87.5,88.35,86.95,87.15,466700
2026-05-25 05:58:00+00,NIFTY,2026-05-26,24000,CE,86.8,89.35,86.8,89,505375
2026-05-25 05:59:00+00,NIFTY,2026-05-26,24000,CE,88.55,88.8,85.7,86.3,791505
2026-05-25 06:00:00+00,NIFTY,2026-05-26,24000,CE,85.7,87.45,85.5,86.4,601445
2026-05-25 05:56:00+00,NIFTY,2026-05-26,24000,PE,104.15,106.8,104.15,106.05,532285
2026-05-25 05:57:00+00,NIFTY,2026-05-26,24000,PE,106.05,106.5,104.5,105.95,342550
2026-05-25 05:58:00+00,NIFTY,2026-05-26,24000,PE,106.55,106.55,103.5,104,455000
2026-05-25 05:59:00+00,NIFTY,2026-05-26,24000,PE,104.6,107.35,104.35,106.4,444535
2026-05-25 06:00:00+00,NIFTY,2026-05-26,24000,PE,107,107.1,104.85,106.25,477035
2026-05-25 05:56:00+00,BANKNIFTY,2026-05-26,55100,CE,284.4,288.5,281.45,283.65,16860
2026-05-25 05:57:00+00,BANKNIFTY,2026-05-26,55100,CE,284.25,287,283.1,284.6,14880
2026-05-25 05:58:00+00,BANKNIFTY,2026-05-26,55100,CE,284.45,290,283.45,290,12120
2026-05-25 05:59:00+00,BANKNIFTY,2026-05-26,55100,CE,290.35,293.45,285.85,286.8,27390
2026-05-25 06:00:00+00,BANKNIFTY,2026-05-26,55100,CE,282.45,289,282.2,286.5,14790
2026-05-25 05:56:00+00,BANKNIFTY,2026-05-26,55100,PE,281.4,286.05,279.65,284.35,24300
2026-05-25 05:57:00+00,BANKNIFTY,2026-05-26,55100,PE,283.25,284,280,280.4,13680
2026-05-25 05:58:00+00,BANKNIFTY,2026-05-26,55100,PE,282.35,282.8,278,278,11490
2026-05-25 05:59:00+00,BANKNIFTY,2026-05-26,55100,PE,277.25,282.55,275,279.95,24690
2026-05-25 06:00:00+00,BANKNIFTY,2026-05-26,55100,PE,283.65,283.9,278.7,280.95,15990
2026-05-25 06:01:00+00,NIFTY,2026-05-26,23950,CE,113.4,113.8,110.8,113.7,400270
2026-05-25 06:02:00+00,NIFTY,2026-05-26,23950,CE,112.85,112.85,109.6,109.9,529685
2026-05-25 06:03:00+00,NIFTY,2026-05-26,23950,CE,109.9,111.45,107.4,108.8,945490
2026-05-25 06:04:00+00,NIFTY,2026-05-26,23950,CE,109.35,111.4,109.15,110.25,435890
2026-05-25 06:05:00+00,NIFTY,2026-05-26,23950,CE,110.2,112,109.3,110.75,491465
2026-05-25 06:01:00+00,NIFTY,2026-05-26,23950,PE,81.2,83.5,80.9,81,619125
2026-05-25 06:02:00+00,NIFTY,2026-05-26,23950,PE,81.55,84.2,81.55,84.2,493025
2026-05-25 06:03:00+00,NIFTY,2026-05-26,23950,PE,84.25,86.55,83.6,85.6,1806675
2026-05-25 06:04:00+00,NIFTY,2026-05-26,23950,PE,85.25,85.25,82.9,84.35,922025
2026-05-25 06:05:00+00,NIFTY,2026-05-26,23950,PE,84,84.8,82.25,83.05,859300
2026-05-25 06:01:00+00,BANKNIFTY,2026-05-26,55100,CE,286.7,287.2,278.1,284.5,28290
2026-05-25 06:02:00+00,BANKNIFTY,2026-05-26,55100,CE,282.55,285,280.65,282.9,20670
2026-05-25 06:03:00+00,BANKNIFTY,2026-05-26,55100,CE,281.45,283.8,273.6,280.4,35790
2026-05-25 06:04:00+00,BANKNIFTY,2026-05-26,55100,CE,281.75,285.85,281,281,17970
2026-05-25 06:05:00+00,BANKNIFTY,2026-05-26,55100,CE,280.75,285.1,279.85,284.3,24390
2026-05-25 06:01:00+00,BANKNIFTY,2026-05-26,55100,PE,280.5,285,279.55,281.45,24900
2026-05-25 06:02:00+00,BANKNIFTY,2026-05-26,55100,PE,281.7,283.75,280,282.4,14370
2026-05-25 06:03:00+00,BANKNIFTY,2026-05-26,55100,PE,283.3,286.65,280,283.25,24600
2026-05-25 06:04:00+00,BANKNIFTY,2026-05-26,55100,PE,282.7,282.9,278.45,280.5,18990
2026-05-25 06:05:00+00,BANKNIFTY,2026-05-26,55100,PE,281.3,282,277.25,278,10620
2026-05-25 06:06:00+00,NIFTY,2026-05-26,24000,CE,84.7,87.2,83.75,86.05,1434745
2026-05-25 06:07:00+00,NIFTY,2026-05-26,24000,CE,86.15,86.6,84.5,85,599430
2026-05-25 06:08:00+00,NIFTY,2026-05-26,24000,CE,84.6,86.95,84,86.45,604305
2026-05-25 06:09:00+00,NIFTY,2026-05-26,24000,CE,86.7,90.25,86.4,90.25,2153320
2026-05-25 06:10:00+00,NIFTY,2026-05-26,24000,CE,90.85,95,90.85,94.95,2951000
2026-05-25 06:06:00+00,NIFTY,2026-05-26,24000,PE,107.55,108.65,104.05,105.7,1185990
2026-05-25 06:07:00+00,NIFTY,2026-05-26,24000,PE,105.9,108.1,105.05,107.3,553085
2026-05-25 06:08:00+00,NIFTY,2026-05-26,24000,PE,107.55,108.25,103.7,104.75,667095
2026-05-25 06:09:00+00,NIFTY,2026-05-26,24000,PE,104.5,104.85,99.3,99.65,1576770
2026-05-25 06:10:00+00,NIFTY,2026-05-26,24000,PE,99,99.4,93.65,93.85,2259920
2026-05-25 06:06:00+00,BANKNIFTY,2026-05-26,55100,CE,283.7,285.95,280,282.95,17820
2026-05-25 06:07:00+00,BANKNIFTY,2026-05-26,55100,CE,283.75,284.4,280.2,280.7,9540
2026-05-25 06:08:00+00,BANKNIFTY,2026-05-26,55100,CE,279.9,287.85,276.1,285.05,25920
2026-05-25 06:09:00+00,BANKNIFTY,2026-05-26,55100,CE,285.05,313.65,283.85,311.85,142710
2026-05-25 06:10:00+00,BANKNIFTY,2026-05-26,55100,CE,310.2,323.05,308.1,319.9,112770
2026-05-25 06:06:00+00,BANKNIFTY,2026-05-26,55100,PE,279.05,282.2,277.45,280.1,14280
2026-05-25 06:07:00+00,BANKNIFTY,2026-05-26,55100,PE,280.05,282.35,279.4,281.15,9000
2026-05-25 06:08:00+00,BANKNIFTY,2026-05-26,55100,PE,282.65,285,274.7,276.75,34560
2026-05-25 06:09:00+00,BANKNIFTY,2026-05-26,55100,PE,278.2,278.2,246.6,251.05,136110
2026-05-25 06:10:00+00,BANKNIFTY,2026-05-26,55100,PE,255.15,255.15,244,244.05,42300
2026-05-25 06:11:00+00,NIFTY,2026-05-26,24000,CE,94.2,94.9,90.85,92.35,2055300
2026-05-25 06:12:00+00,NIFTY,2026-05-26,24000,CE,90.4,91.75,89.15,91.35,1415960
2026-05-25 06:13:00+00,NIFTY,2026-05-26,24000,CE,91.4,91.75,90.2,90.9,529165
2026-05-25 06:14:00+00,NIFTY,2026-05-26,24000,CE,90.5,91.1,87.55,89.6,1240720
2026-05-25 06:15:00+00,NIFTY,2026-05-26,24000,CE,89.7,90.65,89.5,90,656305
2026-05-25 06:11:00+00,NIFTY,2026-05-26,24000,PE,95.2,99.15,94.4,97.3,1147835
2026-05-25 06:12:00+00,NIFTY,2026-05-26,24000,PE,99.6,100.55,97.8,97.95,1022710
2026-05-25 06:13:00+00,NIFTY,2026-05-26,24000,PE,98.25,99.35,97.75,98.7,502840
2026-05-25 06:14:00+00,NIFTY,2026-05-26,24000,PE,98.75,102.05,98.7,100.05,959335
2026-05-25 06:15:00+00,NIFTY,2026-05-26,24000,PE,99.25,100.2,98.6,98.6,439205
2026-05-25 06:11:00+00,BANKNIFTY,2026-05-26,55100,CE,319.65,319.65,310,316,76260
2026-05-25 06:12:00+00,BANKNIFTY,2026-05-26,55100,CE,315.5,315.5,304.35,305.5,75270
2026-05-25 06:13:00+00,BANKNIFTY,2026-05-26,55100,CE,305,305.95,300.75,303.15,66480
2026-05-25 06:14:00+00,BANKNIFTY,2026-05-26,55100,CE,301,309,294.5,306,69180
2026-05-25 06:15:00+00,BANKNIFTY,2026-05-26,55100,CE,306.45,309.25,303.45,309.25,34800
2026-05-25 06:11:00+00,BANKNIFTY,2026-05-26,55100,PE,247.7,255,247.4,253.8,33090
2026-05-25 06:12:00+00,BANKNIFTY,2026-05-26,55100,PE,252.8,261,252.8,259.3,32610
2026-05-25 06:13:00+00,BANKNIFTY,2026-05-26,55100,PE,258.05,261.05,257.15,260.45,25440
2026-05-25 06:14:00+00,BANKNIFTY,2026-05-26,55100,PE,261,265,257,259.95,42960
2026-05-25 06:15:00+00,BANKNIFTY,2026-05-26,55100,PE,258.35,262.1,257,258.05,23730
2026-05-25 06:16:00+00,NIFTY,2026-05-26,24000,CE,91.1,92.7,88.6,88.7,1130870
2026-05-25 06:17:00+00,NIFTY,2026-05-26,24000,CE,88.15,92.85,88.15,92.45,807105
2026-05-25 06:18:00+00,NIFTY,2026-05-26,24000,CE,92.5,93.2,91.4,93.15,1591135
2026-05-25 06:19:00+00,NIFTY,2026-05-26,24000,CE,92.65,93.4,90.35,90.65,680680
2026-05-25 06:20:00+00,NIFTY,2026-05-26,24000,CE,90.7,93.25,90.7,91.7,761475
2026-05-25 06:16:00+00,NIFTY,2026-05-26,24000,PE,97.45,100.55,96.6,100.2,733785
2026-05-25 06:17:00+00,NIFTY,2026-05-26,24000,PE,101,101.1,96.3,96.7,694265
2026-05-25 06:18:00+00,NIFTY,2026-05-26,24000,PE,96.6,98.5,96.1,97.4,563810
2026-05-25 06:19:00+00,NIFTY,2026-05-26,24000,PE,97.65,99.85,97.1,99.75,402415
2026-05-25 06:20:00+00,NIFTY,2026-05-26,24000,PE,99.8,99.8,97.05,98.45,350805
2026-05-25 06:16:00+00,BANKNIFTY,2026-05-26,55100,CE,312,313,306.8,307,67860
2026-05-25 06:17:00+00,BANKNIFTY,2026-05-26,55100,CE,305.05,314.95,303,312.35,38310
2026-05-25 06:18:00+00,BANKNIFTY,2026-05-26,55100,CE,311.65,312.85,306.1,310.7,27540
2026-05-25 06:19:00+00,BANKNIFTY,2026-05-26,55100,CE,311,311.5,302.3,305,29460
2026-05-25 06:20:00+00,BANKNIFTY,2026-05-26,55100,CE,303.9,311.2,303.55,307,25590
2026-05-25 06:16:00+00,BANKNIFTY,2026-05-26,55100,PE,254.15,256.55,251.7,256.55,35850
2026-05-25 06:17:00+00,BANKNIFTY,2026-05-26,55100,PE,257.7,259.65,250,252.15,35700
2026-05-25 06:18:00+00,BANKNIFTY,2026-05-26,55100,PE,251.25,257.5,251.25,254.35,15600
2026-05-25 06:19:00+00,BANKNIFTY,2026-05-26,55100,PE,254.6,259.35,253,259.05,10260
2026-05-25 06:20:00+00,BANKNIFTY,2026-05-26,55100,PE,258.55,258.8,253.2,256.3,10590
2026-05-25 06:22:00+00,NIFTY,2026-05-26,24000,CE,92.5,93.95,92.5,93.95,806455
2026-05-25 06:23:00+00,NIFTY,2026-05-26,24000,CE,93.65,94.75,93,94.5,981175
2026-05-25 06:24:00+00,NIFTY,2026-05-26,24000,CE,94.7,97.5,94,96.45,2142530
2026-05-25 06:25:00+00,NIFTY,2026-05-26,24000,CE,96.4,97.5,95.15,95.25,1359345
2026-05-25 06:22:00+00,NIFTY,2026-05-26,24000,PE,97.7,97.8,96.55,96.9,527735
2026-05-25 06:23:00+00,NIFTY,2026-05-26,24000,PE,97.1,97.45,95.65,95.8,660595
2026-05-25 06:24:00+00,NIFTY,2026-05-26,24000,PE,95.6,96.1,94.25,95.3,1041430
2026-05-25 06:25:00+00,NIFTY,2026-05-26,24000,PE,95.15,96.9,94.55,96.75,685295
2026-05-25 06:22:00+00,BANKNIFTY,2026-05-26,55100,CE,310.85,316.15,310.05,314.5,58050
2026-05-25 06:23:00+00,BANKNIFTY,2026-05-26,55100,CE,315.35,315.35,307.6,309.25,35520
2026-05-25 06:24:00+00,BANKNIFTY,2026-05-26,55100,CE,309.05,314.75,306,313.35,25350
2026-05-25 06:25:00+00,BANKNIFTY,2026-05-26,55100,CE,312.7,313.2,308,309.45,18300
2026-05-25 06:22:00+00,BANKNIFTY,2026-05-26,55100,PE,251.9,251.9,246,249,42510
2026-05-25 06:23:00+00,BANKNIFTY,2026-05-26,55100,PE,249,254.5,248.6,252.8,16950
2026-05-25 06:24:00+00,BANKNIFTY,2026-05-26,55100,PE,252.8,254.85,250.55,251.8,24480
2026-05-25 06:25:00+00,BANKNIFTY,2026-05-26,55100,PE,250.65,254.95,250,254.2,11880
2026-05-25 06:27:00+00,NIFTY,2026-05-26,24000,CE,96.75,96.95,93.7,94.9,893750
2026-05-25 06:28:00+00,NIFTY,2026-05-26,24000,CE,96.3,96.5,94.55,96,587470
2026-05-25 06:29:00+00,NIFTY,2026-05-26,24000,CE,95.7,96.15,93.6,94.75,909025
2026-05-25 06:30:00+00,NIFTY,2026-05-26,24000,CE,94,94,87.7,88.25,2337595
2026-05-25 06:31:00+00,NIFTY,2026-05-26,24000,CE,88.25,88.25,88.25,88.25,66950
2026-05-25 06:27:00+00,NIFTY,2026-05-26,24000,PE,96.55,99,96.5,97.55,608530
2026-05-25 06:28:00+00,NIFTY,2026-05-26,24000,PE,96.5,97.95,96.2,96.7,382135
2026-05-25 06:29:00+00,NIFTY,2026-05-26,24000,PE,96.6,98.5,96.45,97.15,380770
2026-05-25 06:30:00+00,NIFTY,2026-05-26,24000,PE,97.95,103.4,97.95,103.3,1667120
2026-05-25 06:31:00+00,NIFTY,2026-05-26,24000,PE,103.7,103.7,103.7,103.7,103090
2026-05-25 06:27:00+00,BANKNIFTY,2026-05-26,55100,CE,312.4,312.9,308.75,310.25,12120
2026-05-25 06:28:00+00,BANKNIFTY,2026-05-26,55100,CE,312.5,315,310.1,313.15,18180
2026-05-25 06:29:00+00,BANKNIFTY,2026-05-26,55100,CE,313.5,313.5,302.9,306.75,42390
2026-05-25 06:30:00+00,BANKNIFTY,2026-05-26,55100,CE,303.05,303.05,283.7,284.45,114690
2026-05-25 06:31:00+00,BANKNIFTY,2026-05-26,55100,CE,283.55,283.55,283.55,283.55,2970
2026-05-25 06:27:00+00,BANKNIFTY,2026-05-26,55100,PE,252.75,255,252.3,253.15,9420
2026-05-25 06:28:00+00,BANKNIFTY,2026-05-26,55100,PE,252,254.5,250.4,251.9,10590
2026-05-25 06:29:00+00,BANKNIFTY,2026-05-26,55100,PE,251.4,255.8,251.4,254,14460
2026-05-25 06:30:00+00,BANKNIFTY,2026-05-26,55100,PE,256.1,268.55,256.1,268.55,68610
2026-05-25 06:31:00+00,BANKNIFTY,2026-05-26,55100,PE,267.35,267.35,267.15,267.15,2310
2026-05-25 06:32:00+00,NIFTY,2026-05-26,23950,CE,110.8,115.3,110.55,112.25,538655
2026-05-25 06:33:00+00,NIFTY,2026-05-26,23950,CE,111.6,111.85,105.85,106.95,1246700
2026-05-25 06:34:00+00,NIFTY,2026-05-26,23950,CE,107.95,110.2,107.3,109.65,674375
2026-05-25 06:35:00+00,NIFTY,2026-05-26,23950,CE,108.75,110.45,107.45,110,544830
2026-05-25 06:36:00+00,NIFTY,2026-05-26,23950,CE,109.8,109.8,109.8,109.8,29770
2026-05-25 06:32:00+00,NIFTY,2026-05-26,23950,PE,82,82.5,78.55,81.45,1066650
2026-05-25 06:33:00+00,NIFTY,2026-05-26,23950,PE,81.5,86.8,81.35,85.95,2117505
2026-05-25 06:34:00+00,NIFTY,2026-05-26,23950,PE,84.9,85.3,82.1,82.5,1183780
2026-05-25 06:35:00+00,NIFTY,2026-05-26,23950,PE,83.4,84.8,82.2,82.45,661375
2026-05-25 06:36:00+00,NIFTY,2026-05-26,23950,PE,82.7,83.4,82.5,83.4,70460
2026-05-25 06:32:00+00,BANKNIFTY,2026-05-26,55000,CE,337.8,346,334.85,336.45,57960
2026-05-25 06:33:00+00,BANKNIFTY,2026-05-26,55000,CE,335.9,336,318.05,319.9,120060
2026-05-25 06:34:00+00,BANKNIFTY,2026-05-26,55000,CE,321.25,325,318.25,321.3,57240
2026-05-25 06:35:00+00,BANKNIFTY,2026-05-26,55000,CE,321.7,321.75,304.55,308.9,116640
2026-05-25 06:36:00+00,BANKNIFTY,2026-05-26,55000,CE,303.7,303.7,302.2,303.3,12510
2026-05-25 06:32:00+00,BANKNIFTY,2026-05-26,55000,PE,225,227.95,219.95,226.2,56610
2026-05-25 06:33:00+00,BANKNIFTY,2026-05-26,55000,PE,226.75,237.6,226.75,237.25,110700
2026-05-25 06:34:00+00,BANKNIFTY,2026-05-26,55000,PE,235.65,238.6,232.75,234.85,113520
2026-05-25 06:35:00+00,BANKNIFTY,2026-05-26,55000,PE,234.9,244.8,234.4,239.35,145650
2026-05-25 06:36:00+00,BANKNIFTY,2026-05-26,55000,PE,242.15,243.65,242.15,243.35,7920
2026-05-25 06:37:00+00,NIFTY,2026-05-26,23950,CE,111.5,112.75,110.3,111.45,557050
2026-05-25 06:38:00+00,NIFTY,2026-05-26,23950,CE,111.5,111.9,106.5,106.9,584285
2026-05-25 06:39:00+00,NIFTY,2026-05-26,23950,CE,106.85,107.8,104.05,104.25,1221675
2026-05-25 06:40:00+00,NIFTY,2026-05-26,23950,CE,104.05,106.85,101.65,106.65,1088620
2026-05-25 06:41:00+00,NIFTY,2026-05-26,23950,CE,106.4,106.4,106.3,106.4,41860
2026-05-25 06:37:00+00,NIFTY,2026-05-26,23950,PE,80.95,81.5,79.55,80.4,531635
2026-05-25 06:38:00+00,NIFTY,2026-05-26,23950,PE,80.65,85.05,79.95,84.75,1024985
2026-05-25 06:39:00+00,NIFTY,2026-05-26,23950,PE,85,86.9,83.55,86.6,1240525
2026-05-25 06:40:00+00,NIFTY,2026-05-26,23950,PE,87,87.5,83.75,84,1192620
2026-05-25 06:41:00+00,NIFTY,2026-05-26,23950,PE,83.75,84.35,83.75,84.35,31200
2026-05-25 06:37:00+00,BANKNIFTY,2026-05-26,55000,CE,314.2,319.5,312,316,73650
2026-05-25 06:38:00+00,BANKNIFTY,2026-05-26,55000,CE,315.5,319,307.8,308.8,67020
2026-05-25 06:39:00+00,BANKNIFTY,2026-05-26,55000,CE,306.55,312.45,302.75,303.45,56850
2026-05-25 06:40:00+00,BANKNIFTY,2026-05-26,55000,CE,303.45,318.15,303.45,314.05,55110
2026-05-25 06:41:00+00,BANKNIFTY,2026-05-26,55000,CE,311.8,312.1,309.45,309.45,7050
2026-05-25 06:37:00+00,BANKNIFTY,2026-05-26,55000,PE,234.4,237.6,232.7,236,70290
2026-05-25 06:38:00+00,BANKNIFTY,2026-05-26,55000,PE,236.5,244.55,236.1,244.15,78600
2026-05-25 06:39:00+00,BANKNIFTY,2026-05-26,55000,PE,244.3,246,239.05,245.9,92760
2026-05-25 06:40:00+00,BANKNIFTY,2026-05-26,55000,PE,246.25,246.5,236.65,240.9,87750
2026-05-25 06:41:00+00,BANKNIFTY,2026-05-26,55000,PE,242.25,243.4,242.25,242.65,4380
2026-05-25 06:42:00+00,NIFTY,2026-05-26,23950,CE,106.7,108.65,106.7,108,348465
2026-05-25 06:43:00+00,NIFTY,2026-05-26,23950,CE,109.3,109.3,104.4,104.4,518245
2026-05-25 06:44:00+00,NIFTY,2026-05-26,23950,CE,104.05,106.3,104.05,106.1,300235
2026-05-25 06:45:00+00,NIFTY,2026-05-26,23950,CE,106.1,106.5,103.2,103.55,561795
2026-05-25 06:46:00+00,NIFTY,2026-05-26,23950,CE,103.1,103.2,103.1,103.2,51480
2026-05-25 06:42:00+00,NIFTY,2026-05-26,23950,PE,83,83.25,80.95,81.9,520455
2026-05-25 06:43:00+00,NIFTY,2026-05-26,23950,PE,80.55,86.8,80.55,86.8,756860
2026-05-25 06:44:00+00,NIFTY,2026-05-26,23950,PE,86.6,86.85,84.25,84.5,615095
2026-05-25 06:45:00+00,NIFTY,2026-05-26,23950,PE,84,87.5,83.9,87.45,979485
2026-05-25 06:46:00+00,NIFTY,2026-05-26,23950,PE,87.7,87.7,87.45,87.55,119080
2026-05-25 06:42:00+00,BANKNIFTY,2026-05-26,55000,CE,314.6,316.15,311,314.3,35130
2026-05-25 06:43:00+00,BANKNIFTY,2026-05-26,55000,CE,315.55,316.4,309.15,310,51330
2026-05-25 06:44:00+00,BANKNIFTY,2026-05-26,55000,CE,309.8,314.2,306.75,312,27540
2026-05-25 06:45:00+00,BANKNIFTY,2026-05-26,55000,CE,312.05,314.5,308,313.3,34620
2026-05-25 06:46:00+00,BANKNIFTY,2026-05-26,55000,CE,309.75,309.75,309.2,309.35,2610
2026-05-25 06:42:00+00,BANKNIFTY,2026-05-26,55000,PE,240.15,243,238.15,239.85,32550
2026-05-25 06:43:00+00,BANKNIFTY,2026-05-26,55000,PE,238.5,244.5,238.5,243.3,50250
2026-05-25 06:44:00+00,BANKNIFTY,2026-05-26,55000,PE,243.9,246,240.55,242.85,51930
2026-05-25 06:45:00+00,BANKNIFTY,2026-05-26,55000,PE,242.95,245,240.6,241.65,36240
2026-05-25 06:46:00+00,BANKNIFTY,2026-05-26,55000,PE,243.9,244.4,242.8,242.8,11040
2026-05-25 06:47:00+00,NIFTY,2026-05-26,23950,CE,103.7,105,103.1,104.85,375960
2026-05-25 06:48:00+00,NIFTY,2026-05-26,23950,CE,105.5,107.85,104.5,107.75,606060
2026-05-25 06:49:00+00,NIFTY,2026-05-26,23950,CE,107.65,107.85,105.5,106.95,656825
2026-05-25 06:50:00+00,NIFTY,2026-05-26,23950,CE,106.55,107.35,103.7,105.85,492505
2026-05-25 06:51:00+00,NIFTY,2026-05-26,23950,CE,104.95,105.3,104.35,104.4,51545
2026-05-25 06:47:00+00,NIFTY,2026-05-26,23950,PE,85.95,86.5,84.4,84.65,657345
2026-05-25 06:48:00+00,NIFTY,2026-05-26,23950,PE,83.9,84.7,81.5,81.8,864825
2026-05-25 06:49:00+00,NIFTY,2026-05-26,23950,PE,82.3,84.4,81.8,83.2,542295
2026-05-25 06:50:00+00,NIFTY,2026-05-26,23950,PE,83.15,86.3,82.5,84.3,796900
2026-05-25 06:51:00+00,NIFTY,2026-05-26,23950,PE,85,85.9,84.85,85.9,73840
2026-05-25 06:47:00+00,BANKNIFTY,2026-05-26,55000,CE,312.2,315.9,308.6,315.9,47670
2026-05-25 06:48:00+00,BANKNIFTY,2026-05-26,55000,CE,319,329.55,315.6,326.7,122070
2026-05-25 06:49:00+00,BANKNIFTY,2026-05-26,55000,CE,327.2,331.6,322.85,326.05,88950
2026-05-25 06:50:00+00,BANKNIFTY,2026-05-26,55000,CE,325.25,327.35,317.25,327.25,72360
2026-05-25 06:51:00+00,BANKNIFTY,2026-05-26,55000,CE,328.25,328.25,320.25,320.25,18780
2026-05-25 06:47:00+00,BANKNIFTY,2026-05-26,55000,PE,242,244.85,234.3,234.3,79950
2026-05-25 06:48:00+00,BANKNIFTY,2026-05-26,55000,PE,231.25,231.7,219.05,225.05,184530
2026-05-25 06:49:00+00,BANKNIFTY,2026-05-26,55000,PE,225.95,230.45,222.2,228,75030
2026-05-25 06:50:00+00,BANKNIFTY,2026-05-26,55000,PE,228.45,236.25,227.7,227.95,72060
2026-05-25 06:51:00+00,BANKNIFTY,2026-05-26,55000,PE,227.7,234.2,227.7,234.2,7590
2026-05-25 06:52:00+00,NIFTY,2026-05-26,23950,CE,102.45,105.45,100.8,105,686010
2026-05-25 06:53:00+00,NIFTY,2026-05-26,23950,CE,105.6,107.8,104.15,106.45,641095
2026-05-25 06:54:00+00,NIFTY,2026-05-26,23950,CE,106.55,107,103.35,103.35,351130
2026-05-25 06:55:00+00,NIFTY,2026-05-26,23950,CE,103.9,106.3,103.8,105.7,305760
2026-05-25 06:56:00+00,NIFTY,2026-05-26,23950,CE,106.25,106.35,105.9,106.35,36920
2026-05-25 06:52:00+00,NIFTY,2026-05-26,23950,PE,87.9,88.85,84.8,84.95,1179685
2026-05-25 06:53:00+00,NIFTY,2026-05-26,23950,PE,84.2,85.4,81.25,82.45,929760
2026-05-25 06:54:00+00,NIFTY,2026-05-26,23950,PE,82,85.95,82,85.9,616785
2026-05-25 06:55:00+00,NIFTY,2026-05-26,23950,PE,85.9,85.9,83.25,84,467025
2026-05-25 06:56:00+00,NIFTY,2026-05-26,23950,PE,83.45,83.55,83,83,29640
2026-05-25 06:52:00+00,BANKNIFTY,2026-05-26,55000,CE,310.95,319.8,307.7,318.7,54540
2026-05-25 06:53:00+00,BANKNIFTY,2026-05-26,55000,CE,318.95,320,310.9,316,30540
2026-05-25 06:54:00+00,BANKNIFTY,2026-05-26,55000,CE,315.7,316.9,308.4,308.95,34200
2026-05-25 06:55:00+00,BANKNIFTY,2026-05-26,55000,CE,309.85,313.7,308.6,310,22890
2026-05-25 06:56:00+00,BANKNIFTY,2026-05-26,55000,CE,309.3,311.25,308,311.25,5670
2026-05-25 06:52:00+00,BANKNIFTY,2026-05-26,55000,PE,240.35,244.5,233.75,234.8,90420
2026-05-25 06:53:00+00,BANKNIFTY,2026-05-26,55000,PE,234.6,240.4,232.85,236.65,37050
2026-05-25 06:54:00+00,BANKNIFTY,2026-05-26,55000,PE,237,241.95,235.15,240.6,31770
2026-05-25 06:55:00+00,BANKNIFTY,2026-05-26,55000,PE,240.6,242.1,238.45,240,42270
2026-05-25 06:56:00+00,BANKNIFTY,2026-05-26,55000,PE,239.7,241.8,239.35,239.35,6030
2026-05-25 06:57:00+00,NIFTY,2026-05-26,23950,CE,104.4,104.45,103.2,103.6,249015
2026-05-25 06:58:00+00,NIFTY,2026-05-26,23950,CE,103.45,103.45,101.2,103.45,525980
2026-05-25 06:59:00+00,NIFTY,2026-05-26,23950,CE,102.4,103,98.3,98.85,1598090
2026-05-25 07:00:00+00,NIFTY,2026-05-26,23950,CE,99.3,100.35,97,100.35,962585
2026-05-25 07:01:00+00,NIFTY,2026-05-26,23950,CE,100.2,100.45,98.75,98.75,127985
2026-05-25 06:57:00+00,NIFTY,2026-05-26,23950,PE,85.9,86.5,85,86.15,530075
2026-05-25 06:58:00+00,NIFTY,2026-05-26,23950,PE,86.3,88.35,85.75,85.75,866060
2026-05-25 06:59:00+00,NIFTY,2026-05-26,23950,PE,87,89.5,86.55,89.5,950105
2026-05-25 07:00:00+00,NIFTY,2026-05-26,23950,PE,88.9,92.4,87.8,88.45,2256865
2026-05-25 07:01:00+00,NIFTY,2026-05-26,23950,PE,88.65,90.55,88.45,90.55,182000
2026-05-25 06:57:00+00,BANKNIFTY,2026-05-26,55000,CE,297,297,281.4,284.85,161790
2026-05-25 06:58:00+00,BANKNIFTY,2026-05-26,55000,CE,287.2,293.55,286.35,293.55,56610
2026-05-25 06:59:00+00,BANKNIFTY,2026-05-26,55000,CE,296.25,297.25,285.45,286.15,50730
2026-05-25 07:00:00+00,BANKNIFTY,2026-05-26,55000,CE,287.1,291.45,275.45,291.4,109170
2026-05-25 07:01:00+00,BANKNIFTY,2026-05-26,55000,CE,291.45,295,291.1,291.1,13590
2026-05-25 06:57:00+00,BANKNIFTY,2026-05-26,55000,PE,248.25,258,247.6,256.75,206250
2026-05-25 06:58:00+00,BANKNIFTY,2026-05-26,55000,PE,254,256.3,249.1,249.1,93180
2026-05-25 06:59:00+00,BANKNIFTY,2026-05-26,55000,PE,246.75,255.4,246.1,255.4,106950
